,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
1,http://www.armslist.com/posts/5040001,For Trade:  CHANGE IT BACK PASS IT ON,"columbus, Ohio, United States",Offer,"Listed On: Friday, January 8, 2016",Rifles,Colt                                                                                ,5.56×45mm NATO                                                                                ,Single Shot                                                                                ,Rifle,PLEASE RETURN THINGS BACK TO THE WAY THEY WERE .IT WAS MUCH MORE USER FRIENDLY BEFORE AND YOU COULD SEE MORE GUNS ETC. AT ONE MORE TIME THE PREVIOUS SETUP WAS PERFECT DONT FIX IT IT WAS NEVER BROKE?
2,http://www.armslist.com/posts/5040002,For Sale:  Ruger 10/22 w/ Adjustable Folding Stock,"East Orlando, Orlando, Florida",$ 380,"Listed On: Friday, January 8, 2016",Rifles,Ruger                                                                                ,22 Long Rifle                                                                                ,Semi-automatic                                                                                ,Rifle,"For sale only is a Ruger 10/22 with a Strikeforce 6-position adjustable folding stock with rails affixed at the 3, 6, and 9 O'clock forend positions and an adjustable foregrip. Also Included are 2 25-round BX25 magazines, 2 25-round Butler Creek magazines, and 1 Ruger factory 10-round magazine, plus 1 reflex red dot optic. FTF sale only. Price is firm. If you can get it cheaper elsewhere, then do so."
4,http://www.armslist.com/posts/5040004,"Want To Buy:  WTB H&R, NEF Single Shot","SE, Green Bay, Wisconsin",$ 1,"Listed On: Friday, January 8, 2016",Shotguns,H&R                                                                                ,20 Gauge                                                                                ,Break Open                                                                                ,Shotgun,"Wanted to buy: H&R Pardner or NEF Single Shot, Break Open, 20 ga., 12 ga. or 10 ga. in good condition, within ~100 miles of Green Bay, WI. Modified, Full or Choke Tubes. Adult or Youth compact models. Harrington & Richardson or New England Firearms Pardner models. Send an email with what you have - include your name and phone number and I'll call you shortly. All others won't get a call."
5,http://www.armslist.com/posts/5040005,For Sale:  CUSTOM DPMS.308 AR-10,"Brighton, Detroit, Michigan","$ 1,400","Listed On: Friday, January 8, 2016",Rifles,DPMS                                                                                ,308/7.62 NATO                                                                                ,no type,Rifle,"sun devil lower, nickel boron bcg, original Bcg, ""18 blackhole barrel, muzzle break, giessel G3 trigger group, magpul asc tactical stock, magpul grip..Call or txt brandon at 810588787three looking for a enclosed trailer or cash will trade for the right thing just let me know what ya got."
10,http://www.armslist.com/posts/5040010,For Sale:  CZ 75BD,"Haysville, Wichita, Kansas",$ 525,"Listed On: Friday, January 8, 2016",Handguns,CZ USA                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,"CZ 75BD 9MM MODEL:CZ 75B Made in USA TYPE:Semi-Auto Pistol ACTION:Double / Single Action FINISH:Black Polycoat STOCK/FRAME:Steel Frame STOCK/GRIPS:Black Synthetic plus factory wood handles as shown CALIBER/GAUGE:9mm CAPACITY:16+1 BARREL:4.7"" OVERALL LENGTH:8.1"" RATE-OF-TWIST:1-in-9.7 SIGHTS:Fixed SAFETY:Decocker ADDL INFO:Decocker ADDL INFO:Safety Stop On Hammer No trades."
12,http://www.armslist.com/posts/5040012,"For Sale:  Smith & Wesson model 28,Highway Patrolman,1956, 5 screws,pinned 4"" barrel,re-finished in a matt nickel look,with bright nickel accents,S&W wood pres case,custom faux ivory grips-very sharp 357 Mag revolver","Jacksonville, Jacksonville, Florida","$ 1,040","Listed On: Friday, January 8, 2016",Handguns,Smith & Wesson                                                                                ,357 Magnum                                                                                ,no type,Pistol,"This is a real showpiece & a great shooter,from Smith & Wesson. its a 357 magnum & 38 Special,double or single action,& model is 28 called the Highway Patrolman, made in 1956, so its now 57 years old & looks almost brand new.has been re-finished in a matt nickel looking finish thats very nice, with high gloss mirrored nickel accents on the hammer,trigger,cylinder release,ejector rod & all screws,its a 6 shot,4"" pinned barrel,5 screws,adjustable rear sight,& has creamy-yellowed faux ivory finger groove grips,& comes in a custom locking wood S&W case.serial #30393,has a wider semi target hammer & wider serrated hammer,& built on the square butt N target frame."
14,http://www.armslist.com/posts/5040014,For Sale:  Ruger 10/22 Boy Scout,"Rigby, Idaho Falls, Idaho",$ 469,"Listed On: Friday, January 8, 2016",Rifles,Ruger                                                                                ,22 Long Rifle                                                                                ,Semi-automatic                                                                                ,Rifle,"*Brand new limited edition Boy Scout Ruger 10/22 .22lr rifle. Produced in limited numbers in 2010 to commemorate 100 year anniversary of the Boy Scouts. Laser engraved Normal Rockwell Boy Scout art, Scout Oath, Scout Law, Boy Scout Logo. Perfect condition -- see closeup photos. Special BSA serial number. Walnut stock. Chromed bolt. Gold dot front sight, flip up/down white diamond rear sight. Includes weaver rail for mounting scope. Includes original box and contents. $469. No trades. Rigby, Idaho. *Never fired, only stored in protective padded case."
15,http://www.armslist.com/posts/5040015,"For Sale:  Taurus 38 snub, ported barrel $200","Gastonia Charlotte, Charlotte, North Carolina",$ 200,"Listed On: Friday, January 8, 2016",Handguns,Taurus                                                                                ,38 S&W Special                                                                                ,Double / Single Action                                                                                ,Revolver,"For sale is a used Taurus model 85 with ported barrel.  This revolver was a carry gun and has some holster wear and scratches.  Price is very firm and prefer to meet in Gastonia area.  Must provide a CCW or paper permit.  All laws apply and no trades at this time.  Please text, email or text daily, REDACTED"
16,http://www.armslist.com/posts/5040016,For Sale:  BROWNING SPECIAL SPORT CLAYS,"NORMAN, Oklahoma City, Oklahoma","$ 1,450","Listed On: Monday, February 1, 2016",Shotguns,Browning                                                                                ,12 Gauge                                                                                ,Over and Under                                                                                ,Shotgun,"BROWNING CITORI SPECIAL SPORTING CLAYS MODEL WITH MANY EXTRAS. 30 INCH PORTED AND BACK BORED BARRELS, HYDRO DIPPED WITH A CARBON FIBER LOOK COATING ON RECEIVER AND BARRELS. KICK-EZZ RECOIL PAD AND ADJUSTABLE BUTT PLATE. ADJUSTABLE CHEEK STOCK, CHAMPION EZI HIT SIGHT."
18,http://www.armslist.com/posts/5040018,For Sale:  Glockmeister Backstrap Channel Insert,"Conneaut, Ohio, United States",$ 6,"Listed On: Friday, February 5, 2016",Gun,no type,no type,no type,no type,"Glockmeister Backstrap Channel Insert (Grip Plug)     FOR GEN 4 ONLY    Fits models 17, 19, 22, 23, 31, 34, 35 AND 37.  Free shipping."
