,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/5259000,For Sale:  Kimber  Custom II,"Lafayette, Lafayette, Indiana",$ 650,"Listed On: Thursday, March 10, 2016",Handguns,Kimber                                                                                ,45 ACP,no type,no type,"Very nice Kimber Custom II  .45cal , Box & papers and 2-mags $650 firm no less ! Pics is just for reference but looks just like it. Text REDACTED"
1,http://www.armslist.com/posts/5259001,For Sale:  380 berreta,"Greenfield, east side, Indiana, United States",$ 275,"Listed On: Tuesday, April 5, 2016",Handguns,Beretta USA                                                                                ,380 ACP                                                                                ,Double / Single Action                                                                                ,Pistol,"Model 34 Berreta, Manufactured in 1940 works well nice patina, no rust 7 + 1 capacity, carried by many nations into war, this paticular model may have been carried by Italian Police,, Email only no text, cash only, must be 21 and prove it with a valid Indiana drivers licence,, thank you   below it says berreta USA which was the only choice given,,, this firearm was manufatured in Italy  and no I will not ship, Thank You"
2,http://www.armslist.com/posts/5259002,For Sale:  SIG SAUER,"charleston, Charleston, South Carolina",$ 400,"Listed On: Monday, March 28, 2016",Handguns,Sig Sauer                                                                                ,9mm Luger (9x19)                                                                                ,Double Action                                                                                ,Pistol,SIG SAUER P320 compact IN 9mm(MEDIUM SIZE GRIP MODULE) WITH 500 ROUNDS DOWN THE BARREL ALSO COMES WITH ORIGENAL PAPERWORK AND CASE APEX FLAT FACED TRIGGER ALSO INSTALLED(WILL COME WITH ORIGENAL TRIGGER ALSO)price is firm
3,http://www.armslist.com/posts/5259003,For Sale/Trade:  Ruger lc9 9mm,"Smithfield, Hampton Roads, Virginia",$ 1,"Listed On: Thursday, March 10, 2016",Handguns,Ruger                                                                                ,9mm Luger (9x19)                                                                                ,Double Action                                                                                ,Pistol,I have for sale my ruger lc9 9mm. Comeswith 2 mags. And all factory itmes. Wife just prefers her glock 43 over this so no need to just sit in the safe. Has seen very little rounds.Cash price $350obo full cash price I will include  50 rounds ammoTrade value $ 400REDACTEDLocated in Smithfield 23430 local transactions only please
4,http://www.armslist.com/posts/5259004,For Sale:  3006 For Sale,"73521, Texoma, Oklahoma",$ 75,"Listed On: Thursday, March 10, 2016",Ammo,no type,no type,no type,no type,102 Rounds of 3006 all 150g SP. $75Private message please for details
5,http://www.armslist.com/posts/5259005,For Trade:  40s&w Ammo for 9mm Ammo,"okc, Oklahoma City, Oklahoma",Offer,"Listed On: Thursday, March 10, 2016",Ammo,no type,no type,no type,no type,40s&w ammo100 rounds federal fmj ammo 82 rounds winchester fmj ammo 61 rounds HP ammo
6,http://www.armslist.com/posts/5259006,"For Sale:  Ballistic Advantage-16"" 308 Barrel","McKinney, Dallas, Texas",$ 167,"Listed On: Saturday, May 28, 2016",Gun,no type,no type,no type,no type,"BRAND NEW--BALLISTIC ADVANTAGE 16"" TACTICAL GOVERNMENT MIDLENGTH BARREL-MODERN SERIES! MAKE SURE TO VIEW OUR OTHER LISTINGS!  This .308 chambered (DPMS style) 16 inch Tactical Government Profile Modern Series Barrel is machined from 4150 Chrome Moly Vanadium steel with a QPQ Corrosion Resistant Finish and QPQ coated M4 feed ramp extension.  Additional Info    Length 16""   Material 4150 Chrome Moly Vanadium   Profile Tactical Government   Finish QPQ Corrosion Resistant   Gas System Length Mid-Length   Gas Block Journal .750""   Twist Rate 1:10 inches   Muzzle 5/8x24 Threaded   Weight 35.9oz"
7,http://www.armslist.com/posts/5259007,For Sale:  Ruger Precision Rifle .308,"Fountain, Colorado Springs, Colorado","$ 1,950","Listed On: Thursday, March 10, 2016",Rifles,Ruger                                                                                ,308/7.62 NATO                                                                                ,Bolt Action                                                                                ,Rifle,"New in box .308 Ruger Precision Rifle.  Rifle comes with all factory accessories including two 10 round mags.  Also included is a new in wrap B&T Accushot Atlas bipod with quick detach mount, 2 new in wrap 25 round magpul pmag mag kits, 3 new in wrap 20 round magpul pmag mag kits, and 2 cases (200 rounds per case) of Hornady 168gr .308 AMAX TAP ammunition.  Only thing left to get is the scope.  No trades please. Selling to fund another project.  Price is firm.  $1950.00"
8,http://www.armslist.com/posts/5259008,For Sale:  FORTIS QD END PLATE,"Linden, Flint, Michigan",$ 22,"Listed On: Sunday, October 16, 2016",Gun,no type,no type,no type,no type,"Check availability and purchase right from our online store via this link: FORTIS QD END PLATE We are a retail stocking dealer. All products are new and in original packaging unless otherwise indicated. We do not accept any trades. All listings are for SALE ONLY. All sales are online only and can not be picked up in person. This allows us to offer you the best prices possible. Thank you for your business and we look forward to fulfilling your order directly via http://www.operationparts.comFortis QD End Plate features the quick detach swivel socket. This AR15 lower receiver end plate is designed for carbine style buffer tubes for the AR15 & 308 platforms. Features: Fully radiused edges, inside and out to prevent fraying of your sling 6061 Aluminum - Black Milspec Anodize Quick Detach Socket 1 1⁄4 Sling Loop Made in the USACheck availability and purchase right from our online store via this link: FORTIS QD END PLATE"
10,http://www.armslist.com/posts/5259010,For Sale:  Gen 4 Glock 23,"West, Sacramento, California",$ 950,"Listed On: Thursday, March 10, 2016",Handguns,Glock                                                                                ,40 cal                                                                                ,no type,Pistol,Never fired Gen 4 glock 23. No magazines.
