,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/4219000,For Trade:  Sig p320 compact with night sights and custom kydex holster,"Thomasville, Greensboro, North Carolina",Offer,"Listed On: Tuesday, April 7, 2015",Handguns,Sig Sauer                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,Only 30 rounds through the gun I have 2 holsters with it and 2 mags and it has the night sights on it
1,http://www.armslist.com/posts/4219001,For Sale:  CMMG AR-15 9MM pistol,"Cleveland, Chattanooga, Tennessee",$ 999,"Listed On: Friday, October 2, 2015",Handguns,no type,9mm Luger (9x19)                                                                                ,no type,Pistol,This is a NIB factory built CMMG MK9 AR-15 pistol with 30 rnd mag. Seven inch barrel with keymod rail. Please call REDACTED with questions. Open 10:00 to 5:30 Tues-Fri. Please add 35.00 for shipping and 3% for CC.
2,http://www.armslist.com/posts/4219002,For Sale:  45 Win Mag 230 gr. F.M.C.,"Wallington, New Jersey, United States",$ 10,"Listed On: Tuesday, April 7, 2015",Ammo,no type,no type,no type,no type,"200 45 Win Mag 230 gr. F.M.C. $ 160.00
RBS Carbide 45 Win Mag 4 die set $25.00
280 each brass $50.00"
3,http://www.armslist.com/posts/4219003,Want To Buy:  WTB/WTT an M1 Carbine for Cash or older military firearms/ammo,"Kansas city / belton, Kansas City, Missouri",Offer,"Listed On: Tuesday, April 28, 2015",Rifles,no type,no type,no type,no type,"I am looking to acquire an M1 carbine. I have other older military rifles and pistols from russia, china, turkey, spain, Germany...... along with ammo for all, along with 22lr if you are interested.. I also have cash. Not really looking for the civilian issue M1's but they will be considered. Let me know what you have or interested in and see if we can work something out. 
REDACTED"
4,http://www.armslist.com/posts/4219004,For Trade:  Authentic Ivory Knife!,"559, Fresno, California",Offer,"Listed On: Tuesday, April 7, 2015",Handguns,no type,no type,no type,no type,Hey im looking to trade my authentic ivory handle knife for a new toy....it just sits on a.shelf so im looking to trade it for something ill actually use...ill meet you where ever you please to have it authenticated if you feel its not the real deal....serious people only and please no low ballers you will just be ignored!
5,http://www.armslist.com/posts/4219005,For Sale:  AKMS Underfolder,"Beavercreek, Dayton, Ohio",$ 650,"Listed On: Tuesday, April 7, 2015",Rifles,no type,7.62x39,no type,no type,"New Blackheart Int. 7.62x39 Under Folder. Hungarian made, chrome lined barrel.

Palmer Firearms LLC
WE ARE LOCATED AT 2338 GRANGE HALL RD. BEAVERCREEK OHIO
Open Tuesday-Friday 10:30-6 Saturday 10:30-5pm Closed Sunday-Monday
We are an actual store front not a home business!
Check us out on Facebook.com/palmerfirearms2014"
6,http://www.armslist.com/posts/4219006,For Sale:  MAGPUL AR TACTICAL RANGE GEAR & 223 5.56 AMMO,"Cape Coral, South West Florida, Florida",$ 1,"Listed On: Saturday, June 6, 2015",Tactical,no type,no type,no type,no type,"All items are new in package. Items listed are available, unless noted sold. Must be able to pick up. Ca$h only. No shipping, No Trades. Faster response by text REDACTED.


Magpul ranger floor plates, set of 3 in pack, black $15

Maglula 223 speed loader $25

Magpul QD dual quick detatch multi mission sling, black $60

47"" long protective rifle storage dust sock, black $10

Winchester handgun range bag with 2 padded handgun soft cases. Measures 14""L x 10""W x 8 1/2""H, black $25

Neoprene maintenance cleaning mat 12""X24"", gray $10

Over the glasses impact resistant safety glasses. Fits over medium sized prescription glasses measuring up to 5.75"" wide $12

10boxes avail 55gr FMJ 223 REM. 5.56 ammo, 20 rounds per box $8.50 ea"
7,http://www.armslist.com/posts/4219007,For Sale:  Ruger LCP 380ACP Semi Auto CCW Pocket Pistol,"Colorado Springs, Colorado Springs, Colorado",$ 250,"Listed On: Tuesday, April 14, 2015",Handguns,Ruger                                                                                ,380 ACP                                                                                ,Double Action                                                                                ,Pistol,"We have a used Ruger LCP for sale. This is chambered in 380ACP. It comes as shown in pictures with box, soft case, and 1 magazine. Overall we would grade at approx 98% condition and is in very good condition. Check out the pictures and feel free to call or email with any questions. Priced at $250.00 with sales tax included. Shipping is available. Trades welcome. Must be 21yrs or older and pass a background check. 
Stop Drop & Shop, Your Pawnshop Alternative. Where you can buy, sell and trade almost anything. 3920 N. Academy. Colorado Springs, CO 80917. 10am-6pm Mon-Fri & 10am-5pm Sat. REDACTED Check out our other Armslist Postings:http://www.armslist.com/classifieds/colorado/guns?search=3920+academy We buy clean, functional firearms. Trades are always welcome. Walk out with something new or just a hand full of cash"
8,http://www.armslist.com/posts/4219008,Want To Buy:  Glock,"Mcdonald, Youngstown, Ohio",$ 400,"Listed On: Tuesday, April 7, 2015",Handguns,Glock,no type,no type,no type,Looking for a nice Glock handgun
9,http://www.armslist.com/posts/4219009,For Sale/Trade:  Ruger LC380,"Duluth, Duluth, Minnesota",$ 350,"Listed On: Tuesday, April 7, 2015",Handguns,Ruger                                                                                ,no type,Striker Fire                                                                                ,Pistol,"I have a Ruger LC380 that I would like to sell or trade for 12 gauge tactical shotgun, or a handgun in a larger caliber. I am open to offers. Never hurts to ask. Thanks for looking."
