,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/7943000,For Sale/Trade:  Sigma SW40F w/accessories,"East side, Idaho Falls, Idaho",$ 365,"Listed On: Monday, February 26, 2018",Handguns,Smith & Wesson                                                                                ,40 S&W                                                                                ,Striker Fire                                                                                ,Pistol,"Nice opportunity to get a great gun for less than $400! SW40F .40 cal. Comes with 3 10 round magazines, a hard plastic carrying case, and a leather Bianchi holster. I really like the feel of this gun, but I rarely shoot it, because I train with my carry gun. I am looking to get a .22 pistol for my wife to practice with instead, since she doesn't care for the .40 It's in great condition, and I just recently replaced the recoil spring."
1,http://www.armslist.com/posts/7943001,For Sale:  7.62x25 pistol,"Fort wayne, Fort Wayne, Indiana",$ 500,"Listed On: Wednesday, February 7, 2018",Handguns,no type,no type,Single Action                                                                                ,Pistol,7.62x25 hand gun for sale $ 500 call or text 260 610 5four 2four thanks
2,http://www.armslist.com/posts/7943002,For Sale:  Glock G26 Gen4 (9MM),"St. Charles, St. Louis, Missouri",$ 495,"Listed On: Sunday, April 1, 2018",Handguns,Glock                                                                                ,9mm Luger (9x19)                                                                                ,no type,Pistol,New Glock G26 Gen4 firing 9MM ammo.Find us on Facebook!www.facebook.com/Kevins-Guns-REDACTED01859/Look for us on AmmoReady.com soon!www.kevin-s-guns.ammoready.comSearch TagsKevin's GunsKevins GunsOld Glory Guns
5,http://www.armslist.com/posts/7943005,Want To Buy:  Rail for Zip Pistol,"Attalla, Gadsden, Alabama",Offer,"Listed On: Wednesday, February 7, 2018",Gun,no type,no type,no type,no type,"I'm looking to buy a rail for a zip pistol, Call or text REDACTED"
6,http://www.armslist.com/posts/7943006,For Sale:  LWRC IC-A5  (NEW IN BOX),"North Canton, Canton, Ohio","$ 2,499","Listed On: Friday, May 11, 2018",Rifles,LWRC International                                                                                ,5.56×45mm NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"Directly descended from the rifles developed by LWRCI™ to meet the requirements for the U.S. Army Individual Carbine program, the IC-A5 is built for high performance. 
The IC-A5 is the latest model in the IC – Individual Carbine series. Customers called for an adjustable gas block and the longer 12” SPR style rail system on the same rifle. We listened- the IC-A5 is designed with a low profile 2 position adjustable gas block allowing the shooter to compensate for running a suppressor with the added benefit of our longer modular rail system.
The upper rail section on the IC-A5 is an aesthetically pleasing special cutback version which allows us to use the low profile gas block and at the same time keep the full 12” modular rails available on the sides and bottom of the hand guards. This IC-A5 brings together features of both the IC Enhanced and the IC-SPR in one package.
Like all IC models the IC-A5 is constructed using the highest quality materials, built on our patented self-regulating short-stroke gas piston system, machined from materials that belong to the super alloy family of steel alloys most often used in aerospace, LWRCI™ raises the bar on reliability and ease of maintenance- delivering the highest level of performance. The gas-piston system can be accessed quickly by loosening two thumb screws.
Dual Control fully ambidextrous lower receiver includes bolt catch and release, magazine release and fire control access from both sides of the IC-A5.  LWRCI™ Enhanced Fire Control Group comes standard.  Our investment castings are x-rayed for imperfections and nickel-boron coated for a smooth crisp trigger pull with positive reset. 
Our IC-A5 uses LWRCI™ manufactured- NiCorr treated cold Hammer Forged spiral fluted barrel that are 20% lighter than unfluted barrels of the same diameter.  The increased surface area reduces heat – speeds up cooling.  Nickel-boron coated bolt carrier delivers unparalleled wear resistance, corrosion resistance and permanent lubricity. 
The LWRCI™ IC-A5 comes complete with, LWRCI Skirmish™ Back Up Iron Sights, Ambidextrous Charging Handle, LWRCI™ Adjustable Compact Stock, Magpul® MOE+ Grip and A2 Birdcage flash hider."
7,http://www.armslist.com/posts/7943007,For Sale:  CZ Scorpion Evo w/Tailhook Brace & TONS of extras.,"Northville, Detroit, Michigan","$ 1,000","Listed On: Wednesday, February 7, 2018",Handguns,CZ USA                                                                                ,9mm Luger (9x19)                                                                                ,no type,Pistol,"I've bought 5 guns in the last 7 days so that means some of the stuff I don't really use anymore has to go. This is one of them. I bought this for home defense, but I think I'm going to move back towards the 5.56 AR home defense setup. This thing is completely decked out and really doesn't need anything else to be perfect. Tailhook brace kit (They've been sold out for 6 months, highly sought after), HB extended charging handle, Apex grip, Apex ambi safeties (Has the Apex safety on the right side, factory on the left. I have the left Apex safety too it's jut not installed), Inforce WML light, Vortex Venom red dot, CZ Custom Co-Witness mount (Only way to get a co-witness with the low factory sights on these), an Alpha Battle Carrier bag, and 5 magazines. This is one hell of a package.I bought this unfired, and have about 300-400 rounds through it. It's in near mint conditon with no wear, scratches, or dings. All of the extras are only a few weeks old, except for the Venom which I've had on a few different guns but is still in great shape and works perfectly.Below I'll list all of the extras and what they cost. The prices listed are the cheapest prices I could find online:- CZ Scorpion Evo Pistol ($799)- Tailhook Brace Kit w/Factory Folding Mechanism ($250)- HB Industries Theta Extended Charging Handle ($55)- Apex Grip ($30)- Apex Ambi Safety ($45)- Inforce WML ($130)- Vortex Venom ($240)- Cz Custom Venom Co-Witness mount ($80)- UTG Alpha Battle Carrier Bag ($70)- 2-10 round magazines that came with the gun.- 3 Extra 30 round magazines ($20 ea so $60)- Mythosaur Rail Cover ($30)- Factory box, factory grip, factory safety, factory lock, and factory boresnake.As you can see, I have approx $1790 into this gun and that doesn't even include tax, shipping, and FFL fees...so add about another $50-$80 on top of that.Asking $1000 for this. That price is WAY too low but I'm trying to sell it within the next few days.***PRICE IS FIRM AND I DONT WANT TRADES. This is clearly stated in my ad, yet I keep getting lowball emails or trade offers from Armslist. Any trade offer or cash offer less than $1000 will result in your number/email being blocked.Not looking for trades at this time, trying to fill the massive hole in my pocket for the buying spree the last few days. Keep in mind this is a PISTOL, not a rifle, so paperwork is required. Located in Northville, willing to drive a bit but nothing crazy. Face to face only, no shipping.Must be 18+ w/Purchase Permit or CPL.Best way to contact me is by texting REDACTED at any time. Thanks for looking!~ Mike***Armslist only lets me upload 3 pictures. More can be provided upon request or seen here https://imgur.com/a/0GByI"
9,http://www.armslist.com/posts/7943009,For Trade:  Winchester Model 70 HV 223,"Lancaster, Columbus, Ohio",Offer,"Listed On: Monday, February 12, 2018",Rifles,no type,no type,no type,Rifle,Winchester model 70 heavy barrel varmint chamber in 223. Gun is in excellent condition.
10,http://www.armslist.com/posts/7943010,For Sale:  Henry Golden Boy Lever-Action .22 Rimfire Rifle,"East Wichita, Wichita, Kansas",$ 395,"Listed On: Saturday, February 17, 2018",Rifles,Henry Repeating Arms                                                                                ,22 Long Rifle                                                                                ,Lever Action                                                                                ,Rifle,Very well kept. Shot less than approimately 25 rounds through it.
11,http://www.armslist.com/posts/7943011,For Sale/Trade:  2006 bmw325xi,"Lakewood, Denver, Colorado","$ 3,500","Listed On: Wednesday, February 7, 2018",Miscellaneous,no type,no type,no type,no type,2006 bmw325xi looking to get 3500 or equal trade my phone number is REDACTED
12,http://www.armslist.com/posts/7943012,For Sale:  M1 Garand 1903 1903a3 Bayonets,"Louisville, New Albany, Indiana",$ 50,"Listed On: Thursday, March 29, 2018",Gun,no type,no type,no type,no type,M1 Garand 1903 1903a3 Bayonet. I have about 50 of these to sell. They are 10”. No scabbards. Willing to ship at buyers cost. Please let me know if you have any questions. Thanksim located in Louisville
