,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/7009000,For Sale:  Burris MTAC 1x4 Illuminated scope,"Pittsburgh Mills, Pittsburgh, Pennsylvania",$ 250,"Listed On: Monday, September 11, 2017",Optics,Magnum Research                                                                                ,44 Magnum                                                                                ,Double / Single Action                                                                                ,Pistol,"I am selling a Burris MTAC 1x4 Illuminated scope with Ballistic QC Reticle, that I recieved as part of a trade a while back. I took the scope off of a rifle and put it in my safe. Since it has just been collecting dust and I have too many scopes, I've decided to sell it. It comes with the P.E.P.R. mount. Only wear I see is on the bottom of the mount where the AR rail mounted to it. (Pictured) Price is $250 firm. CASH, no cashier's checks or money orders, I know what scams look like. Will meet at the Pittsburgh Mills Mall."
2,http://www.armslist.com/posts/7009002,For Sale:  Remington 700 Stock - Bell and Carlson Medalist Tactical,"North Suburbs, Minneapolis / St. Paul, Minnesota",$ 200,"Listed On: Tuesday, July 11, 2017",Gun,no type,no type,no type,no type,Like new Bell and Carlson Medalist Tactical Stock - Style 2 BDLAction: Short Color: Olive with Black Web.Selling my stock - Safe queen - took it to the range once. Worked perfect- Gun it was attached to was .5 MOA. The big feature here is a precise and robust aluminum bed that keeps the stock super stiff.On sale for $270+Shipping right now online at Stocky.
4,http://www.armslist.com/posts/7009004,For Sale/Trade:  Pardner Model 410,"In Town, Lynchburg, Virginia",$ 150,"Listed On: Wednesday, June 28, 2017",Shotguns,no type,410                                                                                ,Break Open                                                                                ,Shotgun,"Chambered in 410 Gauge, this little shotgun is in fair condition for it's age."
7,http://www.armslist.com/posts/7009007,For Sale:  Springfield XD 40,"Rigby, Idaho Falls, Idaho",$ 375,"Listed On: Tuesday, July 4, 2017",Handguns,Springfield                                                                                ,40 cal                                                                                ,Double Action                                                                                ,Pistol,"Very nice Springfield XD 40 4"" with all original accessories. Must be able to pass ffl background check. Will ship to ffl for additional cost"
9,http://www.armslist.com/posts/7009009,For Sale:  New Benelli Ethos 28in 12 ga barrel (BARREL ONLY),"East Side, Wichita, Kansas",$ 550,"Listed On: Wednesday, December 13, 2017",Gun,no type,no type,no type,no type,Barrel OnlyNew Benelli Ethos 28in 12ga barrel. New these are $799 before shipping and taxes. Asking $550.Will trade for Benelli Ethos 26in 12ga barrel.
12,http://www.armslist.com/posts/7009012,Want To Buy:  !,"Boston, Portsmouth, New Hampshire","$ 100,000","Listed On: Tuesday, August 15, 2017",Tactical,no type,no type,no type,no type,!
13,http://www.armslist.com/posts/7009013,For Sale:  Marlin 1895G Guide Gun 45-70 JM,"Milton, Burlington, Vermont",$ 800,"Listed On: Wednesday, June 28, 2017",Rifles,Marlin                                                                                ,45-70 Government                                                                                ,Lever Action                                                                                ,Rifle,"Like new Marlin 1895G Guide Gun. JM stamp. Chambered in 45-70. Serial number indicates it was made in 2006. It came from an estate and was unfired. It's now had 14 rounds through it and functioned perfectly. It was range fired only - never hunted or carried. I added XS ghost ring sights, stainless steel follower, hammer extension, and a Marbles rear sight dovetail blank. There are no dings or scratches, no wear, pitting or rust, no blemishes. I'd rate it 98%+. I have the factory sights and follower which will be included. I can send more pictures if you like. Buyer must agree to show a valid VT photo ID and sign a bill of sale. No shipping. Call or text 80two-59eight-688two. You must leave contact info if you want a response. Please no low balls."
14,http://www.armslist.com/posts/7009014,"For Sale:         NIB Mossberg M590A1 20"" 8+1 12g Shotgun 590A1 590","charleston, Charleston, South Carolina",$ 525,"Listed On: Wednesday, June 28, 2017",Shotguns,Mossberg                                                                                ,12 Gauge                                                                                ,Pump Action                                                                                ,Shotgun,"Mossberg Model 590A1 combat shotgun, chambered for 12 gauge (2&3/4ths"" and 3"" Magnum shells). This variant is in a classic military configuration with 20"" barrel, bayonet lug, and extended 8+1 magazine tube. It comes in its factory box with all paperwork.The Model 590A1 pump-action shotgun manufactured by Mossberg was designed to meet (or exceed) the requirements of the US military.NO CC FEE//FFL shipping cost 25$ to any sate in u.s.Note:No face to face deals ."
15,http://www.armslist.com/posts/7009015,For Sale:  withdrawn,"SE, Southeastern, PA, Pennsylvania",$ 1,"Listed On: Tuesday, December 26, 2017",Tactical,Mossberg                                                                                ,12 Gauge                                                                                ,Pump Action                                                                                ,Shotgun,withdrawn
17,http://www.armslist.com/posts/7009017,For Sale:  Remington 700 .308,"Rigby, Idaho Falls, Idaho",$ 650,"Listed On: Tuesday, July 4, 2017",Rifles,Remington                                                                                ,308/7.62 NATO                                                                                ,Bolt Action                                                                                ,Rifle,Remington 700 sps tactical chambered in .308. I have less than 100 rounds through it. Currently has a Konus 6-24x44 on it and will sell with rifle or separate if you have a preference. 550 rifle or 650 for rifle and scope. Would make for a great rifle for the fall hunt.
