,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/8121000,For Sale:  Zev G19 FDE TH,"Massillon, Canton, Ohio","$ 2,250","Listed On: Monday, March 19, 2018",Handguns,Glock                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,Fully built ZEV G19 from ZEV Technologies. This isn’t something that was just pieced together. Comes with Zev case and everything from factory. This is a Lipsey’s exclusive. Comes with the threaded barrel and trijicon RM06 sight. NIB haven’t shot it since I received it. Can ship to ffl
1,http://www.armslist.com/posts/8121001,For Trade:  FNH FNS-9C,"Springfield Area, Dayton, Ohio",Offer,"Listed On: Monday, March 19, 2018",Handguns,FN Herstal S.A.                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"FN FNS-9C
Designed for concealed carry3 mags, 2 12 round & 1 17 round3 dot combat sightsEasy disassemble for cleaningLow bore axis, reduces muzzle riseFactory case & accessoriesWill also include a Red-Dot sightLess than a box fired, no marks or scratches, never carriedREDACTED"
3,http://www.armslist.com/posts/8121003,For Sale:  PSE Nova,"Decatur, Huntsville, Alabama",$ 100,"Listed On: Sunday, May 6, 2018",Archery,no type,no type,no type,no type,"PSE Nova compound bow, Draw lenght: 29, Peak weight: 70, Cable tune: 352, String lenght: 56, Minimum grain arrow."
5,http://www.armslist.com/posts/8121005,For Sale/Trade:  Like New** Smith & Wesson M&P9 Full Size  9mm Pistol,"Chesapeake, Hampton Roads, Virginia",$ 425,"Listed On: Sunday, May 6, 2018",Handguns,Smith & Wesson                                                                                ,9mm Luger (9x19)                                                                                ,no type,Pistol,Come see this gun in person @VA Gold Buyers & Firearms
6,http://www.armslist.com/posts/8121006,For Trade:  Remington 6.5 creedmoor,"Seale, Phenix City, Alabama",Offer,"Listed On: Thursday, March 29, 2018",Rifles,Remington                                                                                ,6.5 Creedmoor                                                                                ,Bolt Action                                                                                ,Rifle,"Like new remington model 700 adl tactical in 6.5 creedmoor , 24"" 5/8x24 heavy threaded barrel , fde stock , remington x mark trigger , vortex 4x12x44 crossfire ll scope and swivel bipod and about 130 rounds of ammo"
7,http://www.armslist.com/posts/8121007,For Sale/Trade:  CZ 75 P-01 Mint Condition 2016 model with NSN,"Interior Rockingham County, New Hampshire, United States",$ 525,"Listed On: Monday, April 2, 2018",Handguns,CZ USA                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,"This is my CZ 75 Compact P 01. This is a beautiful gun. It is a compact aluminum framed 9mm with De-cocker, 3 dot white sights, picatinny accessory rail, 2 10 round magazines, lanyard loop, rubber grips, original case, paperwork and cleaning tools. Its compact size and reduced weight due to its forged alloy frame make it ideal for concealed carry. The trigger is extremely smooth and the gun is in mint condition. There are no scratches or blemishes anywhere. It was made in 2016 and has the NSN number on it.  This is agreat gun. I will only sell to a New Hampshire resident who is 21 or older and has a valid Pistol/Revolver license proving you've gone through the background check and you are legally allowed to own and carry a handgun in New Hampshire. Face to face sales only. I will provide the Bill Of Sale. If you would rather go through an FFL that is fine - you will pay the transfer fee.I will consider all trades as well.I will not ship this pistol out of state."
8,http://www.armslist.com/posts/8121008,For Sale:  Kel tec 9mm p11,"Mayport/ beaches, Jacksonville, Florida",$ 200,"Listed On: Monday, March 19, 2018",Handguns,Kel-Tec                                                                                ,9mm Luger (9x19)                                                                                ,Double Action                                                                                ,Pistol,9mm keltec holds 10 rounds. Great ccw. It fits in the pocket well. Ftf ccw prefered dl is a must. Its in great shape with a low round count. 1 magThanks GusREDACTED
9,http://www.armslist.com/posts/8121009,For Sale:  Antique Rifles for Sale,"West, Sheboygan, Wisconsin",FREE,"Listed On: Monday, March 19, 2018",Antique,no type,no type,no type,no type,"Selling a few firearms to make way for new ones. I will only sell face to face, cash deals at a public place mutually agreed upon. 1. 1871/84 Mauser. Nice condition, probably not issued. All matching parts. Comes with about fifty brass and bullit mold.     $900.00.2. Peabody carbine in 45/70. Originally a 43 Spanish Rifle I replaced the shot out barrel with a 45/70 Carbine length new barrel. Excellent shooter. $900.00.3. Remington Lee Rifle. Nice 45/70 navy contract . Very nice bore. Complete. $1750.00If you’re interested we can set up a meeting. Might be interested in trades, but money talks ."
10,http://www.armslist.com/posts/8121010,For Sale:  Taurus PT 111 G2 9mm,"Atlanta, Atlanta, Georgia",$ 175,"Listed On: Monday, March 19, 2018",Handguns,Taurus,no type,no type,no type,"Good condition, few little scratches from wearing around. Clean record, never drawn on person or animal. People with Georgia Conceal and Carry license to the front of the line!"
11,http://www.armslist.com/posts/8121011,For Sale/Trade:  IWI Galil Ace Pistol w/ side folding brace,"Stroud, Oklahoma City, Oklahoma","$ 1,300","Listed On: Monday, March 19, 2018",Handguns,Israel Weapon Industries                                                                                ,7.62x39,no type,no type,"Like new IWI Galil Ace Pistol w/ side folding brace Has only around 100 rounds through it, also comes w/ professionally installed Noveske Flaming Pig BrakeLooking for $1300 cash or trade ($1450) trade valueThese go for around $1800 new w/ brace"
