,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/8199000,For Sale/Trade:  Hk VP9,"Nw OKC, Oklahoma City, Oklahoma",$ 450,"Listed On: Friday, April 6, 2018",Handguns,Heckler & Koch                                                                                ,9mm Luger (9x19)                                                                                ,no type,Pistol,Like new condition Heckler and Koch Vp9. Only 50 rounds through. Includes original box and 2 15 round magazines. REDACTED
3,http://www.armslist.com/posts/8199003,For Sale:  Kimber Custom Shop Super Carry Ultra HD,"Merriman Valley, Akron, Ohio",$ 800,"Listed On: Sunday, April 29, 2018",Handguns,Kimber                                                                                ,45 ACP                                                                                ,Double / Single Action                                                                                ,Pistol,"Kimber Custom Shop Super Carry Ultra HD3"" Barrek8+1 CapacityNight SightsGreat condition. Less than 300 rounds fired. Slight holster wear on the muzzle. Comes with 2 magazines. CCW Holders to the front of the line"
5,http://www.armslist.com/posts/8199005,For Sale/Trade:  Sig Sauer P320 Compact 9mm,"Nashville, Nashville, Tennessee",$ 580,"Listed On: Friday, April 6, 2018",Handguns,Sig Sauer                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"Comes with IWB appendix kydex holster, 2 mags (15rd), extra FDE grip module, Sig Lite Night Sights, case, manual. Etc..."
6,http://www.armslist.com/posts/8199006,For Sale:  Shield 45,"Elizabethton, Tri-cities, Tennessee",$ 350,"Listed On: Friday, April 6, 2018",Handguns,Smith & Wesson                                                                                ,45 ACP                                                                                ,Striker Fire                                                                                ,Pistol,Like new in box with all factory items. I have some hollowpoints as well.
7,http://www.armslist.com/posts/8199007,For Sale:  Tacops P226,"Huntsville, Huntsville, Alabama",$ 900,"Listed On: Friday, April 27, 2018",Handguns,no type,no type,no type,no type,TACOPS P226! Awesome firearm if you know what this is. Great condition and comes with box. $900
10,http://www.armslist.com/posts/8199010,For Sale/Trade:  SIG SP 2022,"Springdale, Fayetteville, Arkansas",$ 430,"Listed On: Friday, April 13, 2018",Handguns,Sig Sauer                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,"VERY LOW ROUND COUNT LIKE NEW.SP 2022 IN 9MM SINGLE / DOUBLE ACTIONCOME WITH 2 15 ROUND MAGSPRICED TO SELL 430.00 WOULD TRADE FOR M&P 9 FULL SIZEface to face sale i do not ship .this is a private sale . and will be in cashyou have to be 21 and prove it .and an american citizencall 479-263-5 four ,three , zero"
14,http://www.armslist.com/posts/8199014,For Sale/Trade:  M&P 45c,"Columbus, Columbus, Ohio",$ 375,"Listed On: Friday, April 6, 2018",Handguns,Smith & Wesson                                                                                ,45 ACP                                                                                ,Double / Single Action                                                                                ,Pistol,"45 cal auto. 2 mags, back straps. Very clean. Ambidextrous slide release .mag release can be reversed for left handed use.375 obo"
15,http://www.armslist.com/posts/8199015,For Sale:  Norinco mak90 ak47,"Lebanon, Cincinnati, Ohio",$ 900,"Listed On: Friday, April 27, 2018",Rifles,Norinco                                                                                ,7.62x39                                                                                ,Semi-automatic                                                                                ,Rifle,Nice norinco mak90 ak47 with thumbhole stock numbers match. Comes with 2-30 round mags and 1-5 round mag. Prefer cash. Ftf shipping.
16,http://www.armslist.com/posts/8199016,For Sale:  Smith & Wesson M&P 40 Magazine,"Lake Geneva, Kenosha, Wisconsin",$ 40,"Listed On: Friday, April 6, 2018",Magazines,no type,no type,no type,no type,"New in box sealed 15 round magazine. Will ship ask for quote. Cash, check or Paypal."
19,http://www.armslist.com/posts/8199019,For Sale:  Clean Haskell (Predecessor to Hi-Point) JS-45 45acp full size pistol w/1 mag,"Tarpon Springs, Tampa/St. Pete, Florida",$ 115,"Listed On: Thursday, April 12, 2018",Handguns,no type,45 ACP                                                                                ,no type,Pistol,"***MAKE SURE THIS FIREARM IS LEGAL WHERE YOU RESIDE B4 U BID****Don't even think about using this for conceal carry. it weighs about a ton and a half. Stick it in your waistband, and your pants will fall down. Great for truck and/or home defense. Shoots the one shot disabling .45acp round. Extremely clean for an older gun. My understanding is that Hipoint will honor its lifetime warranty on this gun. While I don't think they will fix it, if there is a problem, they have been replacing damaged Haskell pistols with new Hi-points. If this is an issue with you, check with Hi-point as to whether they will honor their lifetime warranty on Haskel pistols. This says alot for the company. Go ahead and see if Keltec will honor its warranty on a broken Grendel pistol (predecessor to Keltec). Good luck with that. Appears to be in good working order and passes the function test with flying colors. Believe this has a 8 round magazine. If you are building a cabin in the woods, it would be great to have nearby in case Mrs. Grizzly paid a visit. Can probably also double as a heavy hammer to drive those big pegs into the logs (kidding). Way UGLY design, but also WAY overbuilt, and that is a good thing. Would be great for a Hi-Point collector."
