,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/733000,For Sale:  Saiga Russian AK,"east side, Kenosha, Wisconsin",$ 500,"Listed On: Thursday, December 20, 2012",Rifles,Saiga                                                                                ,7.62x39                                                                                ,Semi-automatic                                                                                ,Rifle,"This a Russian made Saiga in 7.62 x 39. Very accurate and reliable.
The scope is not included but I will sell for $200 if also interested.
Comes with original mag plus a few extras. No shipping face to face only please."
2,http://www.armslist.com/posts/733002,For Sale:  Magpul 30rd AR15 M4 black mag with window,"Elizabethton, Tri-cities, Tennessee",$ 50,"Listed On: Thursday, December 20, 2012",Magazines,no type,no type,no type,no type,30 round mag with window new in plastic with box $50 each only have Two get them while you can. For AR or M4
3,http://www.armslist.com/posts/733003,For Sale:  CZ 75SP-01 phantom 9mm(9x19.  Made in czech republic.,"Oconto County.  40 mi. NW of GB, Green Bay, Wisconsin",$ 525,"Listed On: Thursday, December 20, 2012",Handguns,CZ USA                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,As close to new as possible.  About 100 rounds fired.  Double/ single action.  18 rouind mags.  Two.  Original box and manual.  Decocker model. Most have WI ID and legal to own firearms.  Prefer a wi Concealed carry lic.  Will throw in 100 rounds winchester white box ammo  No fees to pay.
4,http://www.armslist.com/posts/733004,For Sale:  Magpul PMAG,"East, Wichita, Kansas",$ 55,"Listed On: Thursday, December 20, 2012",Magazines,no type,no type,no type,no type,"Selling a few New Magpul PMAGs. They are earth color, 30-round capacity. Only have a few left. Located in Eldorado.  Price listed is per magazine."
5,http://www.armslist.com/posts/733005,For Sale:  RUGER SR9C,"Rogers, Fayetteville, Arkansas",$ 425,"Listed On: Thursday, December 20, 2012",Handguns,Ruger                                                                                ,9mm Luger (9x19)                                                                                ,no type,Pistol,"Ruger SR9C compact frame, 9mm Para. cal., striker fired ignition, semi-double action trigger pull, 3 1/2 in. barrel, 10 & 17 shot mag., reversible backstrap, low profile 3-dot sights, glass filled nylon frame,  stainless steel slide, Picatinny rail, & ambidextrous safety. Gun in just like new. $425"
6,http://www.armslist.com/posts/733006,For Sale:  BRAND NEW FN FIVE SEVEN,"LAKE GEAUGA PORTAGE SUMMIT, Cleveland, Ohio","$ 1,600","Listed On: Thursday, December 20, 2012",Handguns,FN Herstal S.A.                                                                                ,no type,Double / Single Action                                                                                ,Revolver,"For sale is my brand new in the box and never fired FN Five seven. Gun comes with everything it came with new including three mags, paperwork and lock. Please No BS. FTF only and I'M NOT DRIVING ANYWHERE. IN FACT DON'T EVEN BOTHER TO REPLY BECAUSE I'M AN IDIOT"
7,http://www.armslist.com/posts/733007,Want To Buy:  WTF,"Mccalla, Birmingham, Alabama",Offer,"Listed On: Thursday, December 20, 2012",Handguns,Ruger                                                                                ,357 Magnum                                                                                ,Double / Single Action                                                                                ,Revolver,"Ruger .357, 6"". I can buy or trade. I have various pistols, shotguns, rifles. Email me to work a deal."
8,http://www.armslist.com/posts/733008,For Trade:  1998 dodge 1500 ext cab sport 2wd,"arcade, Buffalo, New York",Offer,"Listed On: Thursday, December 20, 2012",Vehicles,no type,no type,no type,no type,blue 98 dodge ext cab 2 wd runs good inspected til aug 2013 only needs o2 sensor  i got it to hot when welding the exhaust REDACTED
9,http://www.armslist.com/posts/733009,For Sale:  DPMS Panther Sportical 5.56,"South side, South Bend, Indiana","$ 1,350","Listed On: Thursday, December 20, 2012",Rifles,DPMS                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"Rifle and one 30rd mag. Great condition, less than 300 rounds."
11,http://www.armslist.com/posts/733011,"For Trade:  2 shotguns for an AR, AK or ?","Tomah, La Crosse, Wisconsin",Offer,"Listed On: Thursday, December 20, 2012",Rifles,Bushmaster                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"I have Two 12 gauge shotguns that I would like to trade for an AR or Ak rifle. Both shotguns are like new. The First in a Remington 870 Super Magnum Turkey (2.75""-3.5""). It has beed fired one time. The other is a Weatherby pump, Ducks Unlimited edition (2.75""-3"") it is also like new. It has fired about 75 rounds. I have the box and original paperwork for both guns."
12,http://www.armslist.com/posts/733012,For Sale:  Remington 700 .270 BDL with scope,"Auburn, Alabama, United States",$ 350,"Listed On: Wednesday, January 2, 2013",Rifles,Remington,no type,no type,no type,"Looking for quick cash.
Nice .270 duracoated OD green and Tan. Will come off with brake cleaner or acetone. Great condition. 
Simmons 3.5-10x 50
Great trigger"
13,http://www.armslist.com/posts/733013,For Sale:  Ruger mini 14,"Rochester, Rochester, New York",$ 950,"Listed On: Thursday, December 20, 2012",Rifles,Ruger                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"Brand new in box ruger mini 14. 
Bought it last month from gander for 899+tax
Haven't even fired it yet, I'm just not a fan of the wood stock.

Comes with 2 Preban 30 round mags, 5 round mag, scope rings.

Here is your chance to own a great rifle without having the looks of an ar-15
Looking for 950 for everything.

Email me for pics or more info."
15,http://www.armslist.com/posts/733015,For Sale:  Kel-Tec PF9 9mm - Hard Chrome Slide - Navy Polymer,"Mukilteo, Seattle, Washington",$ 300,"Listed On: Thursday, December 20, 2012",Handguns,Kel-Tec                                                                                ,9mm Luger (9x19)                                                                                ,Double Action                                                                                ,Pistol,"I am selling my Kel-Tec PF9 9mm.

It has the highest quality slide that they provide (Hard Chrome) and is Navy for the color of the polymer.  Comes with 3 Magazines and the clam shell case as well as 100 rounds of 9mm Luger FMJ and a cleaning kit for the gun.

Ran some FMJ rounds through it recently, it cycles great.  This is primarily my pocket gun and fits inside my jacket perfectly.  If you have any questions or would like some pictures, email the link and I will get back to you promptly."
