,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/104000,For Sale:  Taurus 1911 with 5 mags,"Beaver Dam, Madison, Wisconsin",$ 500,"Listed On: Monday, February 28, 2011",Handguns,Taurus                                                                                ,45 ACP                                                                                ,Single Action                                                                                ,Pistol,"Love this gun but the wife is making me sell it...Looking to sell my Taurus pt1911 .45acp with 5 mags. Shoots great,love the gun just have to downsize. Let me know if you are interested. 500 or best offer. Also more than willing to send pictures."
1,http://www.armslist.com/posts/104001,Want To Buy:  wtb,"maquoketa, Iowa, United States",Offer,"Listed On: Monday, February 28, 2011",Handguns,Smith & Wesson                                                                                ,40 S&W                                                                                ,Double / Single Action                                                                                ,Pistol,Im looking to buy a S&W  4006 . I do have a kel-tec p-11  9mm  and a jimenez  9mm both have 2 mag i would like to trade.
2,http://www.armslist.com/posts/104002,For Sale:  remington 870 enhanced 28 gauge,"poplar bluff, Missouri, United States","$ 1,250","Listed On: Monday, February 28, 2011",Rifles,Remington                                                                                ,no type,Pump Action                                                                                ,Rifle,"this is not the usual 870 wingmaster,these were special models produced by remington,high grade wood and finish,full engraving,special pistol grip cap,and ivory bead sigths,plus midway sight,comes with three chokes and rem choke wrench,as new ,no excuses ,dents or scratches!! only quality trades considered,thank you. more photos on request"
3,http://www.armslist.com/posts/104003,For Sale:  WTS:Sig 226 FULL SIZE FRAME in 22LR with Target Sights & $100 Off 9MM/40cal/357Sig Upper,"Burbank, Cleveland, Ohio",$ 485,"Listed On: Monday, February 28, 2011",Handguns,Sig Sauer                                                                                ,22 Long Rifle                                                                                ,Double / Single Action                                                                                ,Pistol,"Sig 226 in 22LR DA/SA has ADJ target sights comes with 2 mags, $100 off coupon for a 9mm.40cal.or Sig357Conversion kit..Once you buy the 9MM upper you will have about $785 in a Sig 226 with 2 uppers, not a bad deal.. Cheap to shoot, the kids and wife can shoot the 22LR and you can have your 9MM.40cal.357Sig, upper at about the same price as a new sig 226 9mm...
FREE SHIPPING.
NEED FFL FOR SHIPPING
FUNDS DUES 7 DAYS FROM THE DAY YOU SAY YOU WILL TAKE IT..
$485 shipped"
5,http://www.armslist.com/posts/104005,For Sale:  WTS:Sig 220 FULL SIZE FRAME in 22LR with Target Sights & $100 Off 45CAL Upper,"burbank, Cleveland, Ohio",$ 485,"Listed On: Monday, February 28, 2011",Handguns,Sig Sauer                                                                                ,22 Long Rifle                                                                                ,Double / Single Action                                                                                ,Pistol,"Sig 220 in 22LR DA/SA has ADJ target sights comes with 2 mags, $100 off coupon for a 45 ACP Conversion kit..
$485 shipped
Funds due 7 days from the day you say you will take it.
Once you buy the 45 upper you will have about $785 in a Sig 220 with 2 uppers, not a bad deal.. Cheap to shoot, the kids and wife can shoot the 22LR and you can have your 45 upper at about the same price as a new sig 220 45....."
7,http://www.armslist.com/posts/104007,For Sale:  Ruger 10/22 stock and barrel unfired,"Southeast, Wichita, Kansas",$ 50,"Listed On: Monday, February 28, 2011",Gun,no type,no type,no type,no type,I have a new unfired Ruger 10/22 stock and barrel call or text REDACTED
8,http://www.armslist.com/posts/104008,For Sale:  WTB: Early style 20ga 870 Remington Barrel,"Tulsa, Tulsa, Oklahoma",$ 1,"Listed On: Monday, February 28, 2011",Shotguns,Remington                                                                                ,no type,Pump Action                                                                                ,Shotgun,"I am looking for a plain 20 guage early 870 barrel. The early models were built on a 12ga receiver. Therefore they have a larger ring that fits over the magazine tube. Inside diameter of the ring would be just over 1"" (a quarter will go through the ring). Condition not too important. Will pay a fair price and shipping if required. Thank you."
9,http://www.armslist.com/posts/104009,"For Sale/Trade:  WTS,WTT:WTS LNIB sig p239 9mm tactical","OKC, Oklahoma, United States",$ 850,"Listed On: Monday, February 28, 2011",Handguns,Sig Sauer                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"I have a LNIB sig p239 9mm tactical SRT trigger(short-reset-trigger) ( threaded barrel, front slide cocking serrations) sig nite sites,extra mag. Only 30 or less rnds through it.It still has white grease in it. Great suppressor host.

Item Number P239-9-TAC (9mm)
Caliber 9mm
Action Type DA/SA
Trigger Pull DA 10.0 lbs
Trigger Pull SA 4.4 lbs
Overall Length 7.6 in
Overall Height 5.1 in
Overall Width 1.2 in
Barrel Length 3.6 in
Sight Radius 5.2 in
Weight w/Mag 29.5 oz
Mag Capacity 8 Rounds (9mm)
Sights SIGLITE® Night Sights
Grips Black Polymer Factory Grips
Frame Finish Black Hard Anodized
Slide Finish Nitron®
Accessory Rail No
Features Threaded barrel, front cocking serrations on the slide, and the SRT Trigger System

$850 shipped to your FFL. Might consider partial trade, Glock 17, SBR AR15 upper, MP5 clone straight up."
10,http://www.armslist.com/posts/104010,For Sale:  Remington Speedmaster 552,"udall, Wichita, Kansas",$ 300,"Listed On: Monday, February 28, 2011",Rifles,Remington                                                                                ,22 Long Rifle                                                                                ,Semi-automatic                                                                                ,Rifle,"As written it is a 552 which can shoot, 22 short, long, and long rifle. It is in good condition with a 4x28 scope. Will not deliver you will have to pickup will come with bill of sale."
12,http://www.armslist.com/posts/104012,Want To Buy:  Glock Handgun in good condition,"Wichita, Wichita, Kansas",Offer,"Listed On: Monday, February 28, 2011",Handguns,Glock                                                                                ,no type,Striker Fire,no type,"want to buy a glock handgun in good condition, have cash money today only. Only reasonable prices no new prices. Thanks"
13,http://www.armslist.com/posts/104013,For Sale:  Seenu Super-Shorty 12 ga,"Gulfport, Gulfport / Biloxi, Mississippi",$ 800,"Listed On: Monday, February 28, 2011",Shotguns,no type,12 Gauge                                                                                ,Pump Action                                                                                ,Shotgun,Modeled off a mossberg 500. Only had about ten shells fired throughout it. Still brand new. Class three paperwork a must
14,http://www.armslist.com/posts/104014,Want To Buy:  choate tactical stock,"corning, New York, United States",Offer,"Listed On: Sunday, March 6, 2011",Gun,no type,no type,no type,no type,"I am looking for a choate tactical stock (preferred) but will consider varmint and sniper models too. 

I need one to fit a savage 110 long action,old style action( flat rear reciever) staggered mag box

email me with what you have and how much shipped to 14830

I am in steuben county ,ny if it makes a ftf possible.

email- REDACTED"
15,http://www.armslist.com/posts/104015,For Sale/Trade:  S&W 329PD .44Mag Hi-Viz Air lite,"Pinellas, Tampa/St. Pete, Florida",$ 1,"Listed On: Monday, February 28, 2011",Handguns,Smith & Wesson                                                                                ,44 Magnum                                                                                ,Double / Single Action                                                                                ,Revolver,"LNIB 329PD w/ High viz sights. Comes with both factory wood and rubber grips, papers, lock/key. Appears to be in perfect shape and unfired. I got this in a trade and while it is a beautiful piece it just isn't my thing. I am looking for $925 cash FTF will consider reasonable offers and trades. Also I will consider multi gun trades.


Cheapest I could find one is $918 from Buds:
http://www.budsgunshop.com/catalog/product_info.php/products_id/26649

Full description:
Description:Model 329PD Airlite PDSingle action/double action. Large frame. Lightweight Scandium frame. HiViz light gathering orange dot front sight. V-notch adjustable rear sights. Ahrends finger groove wood and Hogue square butt rubber grips. Stainless steel barrel material. Titanium cylinder. Matte black finish. Six rounds.Additional Information:Description: Model 329PD Airlite PD Single action/double action. Large frame. Lightweight Scandium frame. HiViz light gathering orange dot front sight. V-notch adjustable rear sights. Ahrends finger groove wood and Hogue square butt rubber grips. Stainless steel barrel material. Titanium cylinder. Matte black finish. Six rounds.


NOTE: DO NOT CONTACT ME IF YOU ARE A CONVICTED FELON OR UNABLE BY LAW TO OWN/PURCHASE A FIREARM IN THE STATE OF FLORIDA. Thanks."
16,http://www.armslist.com/posts/104016,For Sale/Trade:  LNIB TAURUS PUBLIC DEFENDER,"NORTHEAST, Indianapolis, Indiana",$ 0,"Listed On: Monday, February 28, 2011",Handguns,Taurus                                                                                ,45 Long Colt                                                                                ,Double / Single Action                                                                                ,Revolver,"Hardly ANY rounds through it, has not been carried, comes in case with everything as new.  This is one that came in a nice carrying case cut out for the gun, holster & extra set of grips.  Shoots 45LC or 410 2 1/2"", also have nice leather holster for it and a handfull of 410 defense rounds.  ASKING $450 OR MAY TRADE FOR GLOCK OR XD/XDM BUT PLEASE DONT ASK ME TO TRADE FOR ANYTHING OTHER THAN HANDGUNS.  ANDERSON AREA  REDACTED"
17,http://www.armslist.com/posts/104017,For Sale:  Glock 27,"Gulfport, Gulfport / Biloxi, Mississippi",$ 480,"Listed On: Monday, February 28, 2011",Handguns,Glock                                                                                ,40 S&W                                                                                ,Striker Fire                                                                                ,Pistol,"very new pistol, only about 200 rounds fired from it. I have a 9 round, 15 round and 22 round magazines to go along with it."
18,http://www.armslist.com/posts/104018,For Trade:  1903 30-06 Springfield,"Choctaw, Oklahoma, United States","$ 2,000","Listed On: Monday, February 28, 2011",Antique,no type,no type,no type,no type,i have a Springfield 1903 30-06 it is one of the ones that the receiver is good on and I'm just throwing this out there to see if I can heat trade equivalent to the value I see market values all over the place but for my serial number it is around the 1500 to 3000 dollar range and I am wanting to trade for three particular weapons I want a marlin or Winchester 30-30 and a .243 Remington or sawed of pistol grip pump and a really nice glock .40 cal or .45 just email me I'm just throwing this out there to see what I can get
19,http://www.armslist.com/posts/104019,For Sale/Trade:  LNIB GLOCK 23,"NORTHEAST, Indianapolis, Indiana",$ 450,"Listed On: Monday, February 28, 2011",Handguns,Glock                                                                                ,40 S&W                                                                                ,Striker Fire                                                                                ,Pistol,"Excellent condition gen 2, glock 23 w/ night sites, 2  10rd mags, hogue slip on rubber grip....$450 FIRM   ANDERSON AREA  REDACTED
LOOK IN FOR CASH ON THIS ONE BUT MAY CONSIDER REASONABLE HANDGUN TRADES"
20,http://www.armslist.com/posts/104020,For Sale:  LaserMax rod guided laser,"Gulfport, Gulfport / Biloxi, Mississippi",$ 300,"Listed On: Monday, February 28, 2011",Tactical,no type,no type,no type,no type,"fits Glocks 26, 27, and 33. Used but still in excellent condition."
21,http://www.armslist.com/posts/104021,For Sale:  Inland M1 .30 carbine,"Florence, KY, Cincinnati, Ohio",$ 900,"Listed On: Monday, February 28, 2011",Rifles,no type,30 Carbine                                                                                ,Semi-automatic                                                                                ,Rifle,"This gun is in excellent shape.  I bought it from my uncle who is a collector.  It sat in his safe for years, and now it has been in mine for quite a few as well.  I put 50 rounds throught it and it worked fine.  Prior to that, according to my uncle, it had not been shot.

Also included is a flash hider and an aftermarket (worth $279) collapsable paratrooper stock.  

Thanks for looking"
22,http://www.armslist.com/posts/104022,For Sale/Trade:  LNIB SMITH BODYGUARD AIRWEIGHT.....MODEL 438,"NORTHEAST, Indianapolis, Indiana",$ 450,"Listed On: Monday, February 28, 2011",Handguns,Smith & Wesson                                                                                ,38 S&W Special                                                                                ,Double / Single Action                                                                                ,Revolver,"HAS HAD ONLY 5rds through it, has NOT been carried & is in box with everything from factory as new.  Asking $450 or TRADE FOR GLOCK OR 
XD/XDM, MAY CONSIDER OTHER QUALITY FIREARMS. ANDERSON AREA
REDACTED"
23,http://www.armslist.com/posts/104023,For Sale/Trade:  ACCU-TEK BL9  9mm,"NORTHEAST, Indianapolis, Indiana",$ 0,"Listed On: Monday, February 28, 2011",Handguns,no type,9mm Luger (9x19)                                                                                ,Double Action                                                                                ,Pistol,"LNIB with manual, 5rd mag and Ill throw in a box of 20rds of HORNADAY
HPs....$225 CASH OR TRADE FOR DIFFERENT FIREARM.  
ANDERSON AREA   REDACTED"
24,http://www.armslist.com/posts/104024,For Sale:  Rem.700 stock,"Russell ny, Adirondacks, New York",$ 70,"Listed On: Monday, February 28, 2011",Gun,no type,no type,no type,no type,"New taken off,no scratches,hardwoods camo,swivel studs,recoil pad. Made by remington for rem 700 adl long action. $70 shipped"
25,http://www.armslist.com/posts/104025,For Sale/Trade:  12GA RIOT GUN by SMITH & WESSON,"NORTHEAST, Indianapolis, Indiana",$ 0,"Listed On: Monday, February 28, 2011",Shotguns,Smith & Wesson                                                                                ,no type,no type,Shotgun,"Excellent condition, 12ga, pump-action, 20"" barrel, 6+1 extended tube, made by smith & wesson  (916-A)   $225 cash or trade for handgun
Anderson Area  REDACTED"
26,http://www.armslist.com/posts/104026,For Sale/Trade:  1924-1984 U.S. Border Patrol .380,"Slaughterville, Oklahoma City, Oklahoma",$ 0,"Listed On: Monday, February 28, 2011",Handguns,Iver Johnson Arms                                                                                ,380 ACP                                                                                ,Single Action                                                                                ,Pistol,"1924-1984 U.S. Border Patrol .380  Mint Condition Never Fired, Glossy Blued finish with Mahogany grips...comes with extra clip and combat lanyard.  One of only 500 pistols made in this commemorative.  Shoot me an offer!  If it gets my attention I will respond back to you."
29,http://www.armslist.com/posts/104029,For Sale/Trade:  .357 shark stick,"Laguna beach, Riverside, California",$ 250,"Listed On: Monday, February 28, 2011",Fishing,no type,no type,no type,no type,"Never used .357 ""bang stick"". My dad bought it when we lived in Hawaii. He gave it to me and now it can be yours. $250 or open to trades. I can send pics.REDACTED"
30,http://www.armslist.com/posts/104030,For Sale:  Colt .45 mark VI series 80 stainless,"tulsa, Tulsa, Oklahoma","$ 1,200","Listed On: Monday, February 28, 2011",Handguns,Colt                                                                                ,45 ACP                                                                                ,Double / Single Action                                                                                ,Pistol,"Colt officers mod. stainless .45-Like New Cond.
Call REDACTED[img]dsc01490[/img][img]dsc01489[/img][img]dsc01488[/img]"
31,http://www.armslist.com/posts/104031,For Sale:  **Sold**Midland 36 mile 36 channel,"South Springfield, Springfield, Missouri",$ 35,"Listed On: Monday, February 28, 2011",Handguns,no type,no type,no type,no type,"Originaly over $100 had for 1 year used a couple times, very good condition. Comes with charger, stand, 2 earpiece mikes."
32,http://www.armslist.com/posts/104032,For Sale:  Bersa Thunder,"Anderson, Indianapolis, Indiana",$ 270,"Listed On: Monday, February 28, 2011",Handguns,Bersa-Eagle                                                                                ,380 ACP                                                                                ,Double Action                                                                                ,Pistol,"This is a Bersa Thunder Dutone.  No box.  Round count less than 500.  The price is $270.  No low ball please, I don't need to sell this pistol.
Trade interest;  Kel-Tec pf-9 or Taurus 709 with a chrome slide."
