,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/1390000,"For Trade:  trade your gun, ammo, safe for my drum set.","choctaw, Oklahoma City, Oklahoma",Offer,"Listed On: Friday, May 24, 2013",Ammo,no type,no type,no type,no type,"It's a complete set of drums (bass drum with beater, snare drum, two toms and floor tom) and cymbals (with stands), even has a cowbell. ""More cowbell?"" Yep, we got one. The cowbell is new, as are the new high-hat cymbals (at right). Some of the cymbals have had a real workout, but there are 4 more not in the picture that have cracks. Often used drums are sold without any cymbals, because they are so expensive, but this set has them in spades.

The front of the bass drum is decorated with wild stickers, and the drum comes pre-stuffed with a pillow (something most drummers wind up doing eventually). I also have included a drummer's throne, fitted with a bicycle seat (it's basic, and needs a little tweaking).
Also included is a set of drum sticks designed for quiet playing on one end and loud playing on the other.

The drums are red, made by Starion. The cymbals are Sabian and Zildjian brand.

All trades will be considered. Gun and ammo trade are welcome.

Text preferred my name is Jason REDACTED"
1,http://www.armslist.com/posts/1390001,For Sale:  Bushmaster AR-15 Carbin,"Highlands Ranch, Colorado, United States",$ 975,"Listed On: Wednesday, April 3, 2013",Rifles,Bushmaster                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic,no type,"For sale New Bushmaster AR-15 Carbin
5.56 Caliber 
Never fired"
2,http://www.armslist.com/posts/1390002,For Sale:  Complete AR15 UPPER,"N Raleigh, Raleigh / Durham / CH, North Carolina",$ 600,"Listed On: Tuesday, September 10, 2013",Gun,no type,no type,no type,no type,"I have a complete ar 15 upper for sale.

1/9 twist
16"" chrome line barrel
5.56 NATO
M4 Handguards
Mil spec BCG
Charge Handle
never fired, storage kept.

$700

no trades"
3,http://www.armslist.com/posts/1390003,For Sale/Trade:  Trading 2 bricks of .22LR for .357 or .38 special AMMO,"Eugene, Eugene, Oregon",$ 1,"Listed On: Wednesday, April 3, 2013",Ammo,no type,no type,no type,no type,"No... I will not take advantage of you.  Yes, I know this stuff seems to be extremely hard to find.  I have two BRAND NEW  bricks of Remington .22 LR.  Willing to trade or sell.

Please send me your offers and I'll get back to you as quickly as I can.  Need to trade by Friday or this listing will be deactivated.

Eugene/Springfield area, no shipping, face to face only....legal stuff goes here, blah, blah, blah"
4,http://www.armslist.com/posts/1390004,For Trade:  Glock 22C. 40sw. like new. box all from Glock,"westside, Indianapolis, Indiana",Offer,"Listed On: Wednesday, April 3, 2013",Handguns,Glock                                                                                ,40 S&W                                                                                ,Striker Fire                                                                                ,Pistol,"Glock 22C. Compensated slide/barrel, reduces recoil, muzzle rize.
Great looking gun. Not a mark on this firearm. Has box, papers,
loader, cleaning rod/brush. Two magazines will come with it. I have
an extra magazine to throw in on a trade. I also have around 175
rounds mixture of FMJ an Hollow points. Also have a ACU digital
dropleg holster. I am only looking for trades unless a cash price
entertains me. Gun is in execellent condition. Contact me through
email or a faster reaponse would be to call or text at REDACTED

WILL TRADE FOR:

Glock 17, Glock 19, Glock 21, Glock 23. I would prefer the 19 or 23
to be a gen 4. I am only really looking for another Glock. Only other
makea i would consider would be FNH firearms.

WILL TRADE FOR:

Glock 17,19,21,23
FNH FNP-9,40,45
FNH FNX-9,40,45
Sig 250 two-sum"
6,http://www.armslist.com/posts/1390006,For Sale:  30 round tapco ar15 magazines,"west, Connecticut, United States",$ 30,"Listed On: Wednesday, April 3, 2013",Magazines,no type,no type,no type,no type,10 to sell 30 round ar15 mags from tapco $30 a piece
7,http://www.armslist.com/posts/1390007,For Sale:  Springfield Armory xd .40 subcompact,"Fairfax, Northern Virginia, Virginia",$ 550,"Listed On: Wednesday, April 3, 2013",Handguns,Springfield                                                                                ,40 S&W                                                                                ,no type,Pistol,"I have a Springfield armory xd.40 with around 200 rounds through it. Only a month or so old.  Comes with case, speed loader, holster, mag holster and 2 mags. Flush and extended grip.

willing to trade for a m&pc"
8,http://www.armslist.com/posts/1390008,For Sale:  Certified  Glock Armorer,"Thornton, Colorado, United States",$ 1,"Listed On: Wednesday, April 3, 2013",Gun,no type,no type,no type,no type,"I am a Certified Glock Armorer. Let me know if you would like any repairs, anual service, or just a cleaning done to your Glock. No job too large or small. Please call or text REDACTED. Please don't contact me if you cannot legally own a handgun in Colorado. 
Thank you."
9,http://www.armslist.com/posts/1390009,For Sale:  (7) NEW AK-74 NEW PROMAG 30 RD MAGAZINES $100.00,"Easton/Lehigh Valley PA, Pennsylvania, Pennsylvania, United States",$ 100,"Listed On: Saturday, May 11, 2013",Rifles,no type,5.45x39mm                                                                                ,no type,Rifle,"Brand new  AK-74 5.45X39 30 round MAGAZINES selling 7 for $100. I will ship usps priority 2-3 day shipping for extra $12 if not in the Lehigh Valley Area. These mags are black polymer & fit Models: AK-5.45 WASR-2, Tantil, SLR 105, basically these mags will fit in any AK-74. Local Pick up price is $100..
Call for availability Frank REDACTED
Or  email me at REDACTED 
 Please check my other listings (top left hand link on this page) thanks"
10,http://www.armslist.com/posts/1390010,For Sale:  m-16 auto jig,"Dalton,Ga, Atlanta, Georgia",$ 35,"Listed On: Tuesday, April 9, 2013",Gun,no type,no type,no type,no type,M-16 auto sear hole jig.used to check auto sear hole and placement for hole.made of high quality aluminum screws included. just put in selector switch hole tighten down top screw and hole lines up.NOT to be used for conversion all FFL rules apply
12,http://www.armslist.com/posts/1390012,For Sale:  Ruger LCP .380,"Rutherford County, Nashville, Tennessee",$ 350,"Listed On: Wednesday, April 3, 2013",Handguns,Ruger                                                                                ,380 ACP                                                                                ,no type,Pistol,I have a Ruger LCP .380 I have put about 300 rounds through it. I bought this new 6 months ago. I still have the box. I will meet in public area.. I would like to sell to someone with a TN permit.
13,http://www.armslist.com/posts/1390013,For Sale:  Sig P238 Ankle Holster,"Grove City, Columbus, Ohio",$ 50,"Listed On: Wednesday, April 3, 2013",Holsters,no type,no type,no type,no type,LN Leather Holster gor Sig P238
14,http://www.armslist.com/posts/1390014,For Sale:  Taurus 1911 .45,"Marion, Indiana, United States",$ 700,"Listed On: Wednesday, April 3, 2013",Handguns,Taurus                                                                                ,45 ACP                                                                                ,Single Action                                                                                ,Pistol,I have a like new Taurus 1911 in 45.  It has only fired 50 rounds need to sell for a down payment on a motorcycle.  Need to sell asap.  Has hard case tear down tool 1 8 round magazine and 58 rounds of .45 acp.  I am asking 700 it is the black model.  Must be 21 and IN resident legal to own a handgun call txt or email.  REDACTED or REDACTED.  May take 650 and plz NO TRADES.  Also have a savage .22 lr ill sell for 140.  No pics on computer text and I can send
15,http://www.armslist.com/posts/1390015,For Sale:  Springfield 1911,"NE, Albuquerque, New Mexico",$ 650,"Listed On: Wednesday, April 3, 2013",Handguns,Springfield                                                                                ,45 ACP                                                                                ,Single Action                                                                                ,Pistol,Springfield 1911 $650
16,http://www.armslist.com/posts/1390016,For Sale:  SAR ARMS K2P 9mm,"west, Columbus, Ohio",$ 360,"Listed On: Wednesday, April 3, 2013",Handguns,no type,9mm Luger (9x19)                                                                                ,Single Shot                                                                                ,Pistol,Brand New
17,http://www.armslist.com/posts/1390017,For Sale/Trade:  .253 reloads for $.75 per round.,"choctaw, Oklahoma City, Oklahoma",$ 1,"Listed On: Wednesday, April 3, 2013",Ammo,no type,no type,no type,no type,"See pics or other stuff.

Text preferred my name is Jason REDACTED"
18,http://www.armslist.com/posts/1390018,For Sale:  ATI Omni Stripped Polymer Lower,"Tulsa, Tulsa, Oklahoma",$ 150,"Listed On: Wednesday, April 3, 2013",Rifles,American Tactical Imports,no type,no type,no type,"I got a ATI Omni Stripped Polymer Lower Receiver that I'm looking to get rid of. I going with a different route and no longer need this.. This reciever is brand new, never been used. It is polymer. Looking to get $150 for it. If you are interested please contact me at 414-678-886three"
19,http://www.armslist.com/posts/1390019,For Sale:  22LR Remington,"Widefield, Colorado Springs, Colorado",$ 0,"Listed On: Wednesday, April 3, 2013",Ammo,no type,no type,no type,no type,"For Sale: Two boxes of 525rds for $65 each or buy both for $120...

No Trade
No Shipping
Must be legal to buy ammo"
20,http://www.armslist.com/posts/1390020,For Sale:  Brown Bear 7.62x39 123Gr HP 500 rounds,"Near Jacksonville, IL, Springfield, Illinois",$ 220,"Listed On: Wednesday, April 3, 2013",Ammo,no type,no type,no type,no type,"NEW Brown Bear 123GR HP bimetal polymer coated steel case.

500 rounds $220.00

Must have Valid FOID

REDACTED Text or call"
