,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
1,http://www.armslist.com/posts/1129001,For Sale/Trade:  XD9 with SS slide,"NE, Columbia, South Carolina",$ 485,"Listed On: Friday, March 1, 2013",Handguns,Springfield                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"I have a very good condition XD9 with SS slide and 2-16 round factory magazines up for trade. Trouble free, accurate, shoots anything you feed it. Sell for 485.00 or trade for .45 compact / sub- compact for concealed carry, email me with your offer or call 8 oh three to 10 seven five ninety, cwp or scdl required"
2,http://www.armslist.com/posts/1129002,For Sale:  Ruger P95DC 9MM Stainless Slide,"Wilmington, Dayton, Ohio",$ 1,"Listed On: Sunday, February 24, 2013",Handguns,Ruger                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,"I have a nice Ruger in 9MM, it has a stainless slide and black frame. This is a very clean handgun, it does have a very slight rub wear at the muzzle. It is clean and ready to go. It has a Pachmayr comfort grip, feels really good in your hand. I also have three boxes of American Eagle 9MM Luger 115 Grain full metal jacket shells to go with it.
Text or Call 937...671...8749  Make a decent offer."
3,http://www.armslist.com/posts/1129003,For Sale:  Smith & Wesson S&W 22A-1,"north, Grand Rapids, Michigan",$ 265,"Listed On: Sunday, February 24, 2013",Handguns,Smith & Wesson                                                                                ,22 Long Rifle                                                                                ,Double Action                                                                                ,Pistol,"2009 S&W 22A semi-auto .22 cal, Duo-tone, 5.5"" bbl, factory case, 2-10 rnd mags, extra recoil buffer pad, smoothed feed ramp, excellent condition.
Light finish wear at muzzle from leather range holster, bright bore with obvious low round count
Will consider trades for .22 cal hand gun or rifle.
Photos available via Email
$265 cash or offer/trade, FTF, PP required"
4,http://www.armslist.com/posts/1129004,For Sale:  Polish ak 47 Underfolder,"Cleveland, Cleveland, Ohio","$ 1,000","Listed On: Sunday, February 24, 2013",Rifles,no type,7.62x39                                                                                ,Semi-automatic,no type,"Excellent condition, oval 11 marked Polish Underfolder. Chrome barrel is pristine, wood is in excellent condition as well. No magazine wobble and everything locks up tight, fit and finish is excellent. It comes with one steel 30 round magazine as well as two Bulgarian circle 10 waffle Mags, these are some of the best mags you can get for the AK 47. More pictures available on request. I have ammo to go with it. First $1,000 gets it."
5,http://www.armslist.com/posts/1129005,For Sale:  Browning BLR .270,"Mt. Pleasant, Charleston, South Carolina",$ 575,"Listed On: Sunday, February 24, 2013",Rifles,Browning                                                                                ,270 Winchester                                                                                ,Lever Action                                                                                ,Rifle,"Excellent condition Browning Lever Action .270. Comes with early Simmons 4x-12 scope and Redfield rings and mount, and a sling. Has a few dings on the wood and metal. No trades, cash only if local. If shipped buyer pays actual shipping and goes from FFL to FFL. NO EXCEPTIONS."
7,http://www.armslist.com/posts/1129007,For Sale:  AR15 Lauer Custom Weaponry Pistol Price Drop!!!!,"Arkansas City, Wichita, Kansas","$ 1,375","Listed On: Friday, March 8, 2013",Handguns,no type,223/5.56 NATO                                                                                ,no type,Pistol,"LCW marked pistol lower With 7.5in barreled upper with noveske KX3 flaming pig. Test fired only. 2 mags ran good.
$1375 or best reasonable offer.
Thanks

Listing this for a friend so call or text the number directly 
Call 620-441-Thirty four 32 for more INFO"
8,http://www.armslist.com/posts/1129008,For Sale:   Glock 40 Cal Model 27  (Baby Glock),"West Columbia, Columbia, South Carolina",$ 600,"Listed On: Sunday, February 24, 2013",Handguns,Glock                                                                                ,40 S&W                                                                                ,Striker Fire                                                                                ,Pistol,used Baby Glock 40 Cal Model 27 with Night Sights.  4 Magazines. 3/9 round 1/11 round. 3 of the 4 magazines have finger extensions. IWB Uncle Mikes Holster and 1 box of (50) rounds of Hollow Point Ammo.  Generation 2 or 3 model. Selling for a friend.  $600.  text 803-414-26 one five
10,http://www.armslist.com/posts/1129010,For Sale/Trade:  sks collection !!!!UPDATED!,"belview, Omaha, Nebraska",$ 1,"Listed On: Friday, March 1, 2013",Rifles,no type,7.62x39                                                                                ,Semi-automatic                                                                                ,Rifle,"1956 chicom , all matching numbers , poly hand guard , russian stock , new 75 round drum mag -850
1957 chicom , original Bakelite stock ,  20 round mag -550
1970 chicom , all matching all original  100% (rare pressed bamboo hand guard) -550
1951 russian , all matching all original 100% (rare blued bayonet !)-850
60's era yugo all matching , 20 round mag -550
3 barreled receivers yugo 175 each 
1 poly stock - 75
1 pressed bamboo stock -75
1 chicom wood stock -25
1 yugo wood stock -20
2 top covers (one red star rail mount ) -40 (for both )
5 10 round mags (3 are for the rifles with mags ) 25 each 
1 threaded muzzle break/flash hider) -25
1 chicom paratrooper bayonet -45
1 russian sling -20
1 chicom sling -10
1 russian ammo pouch -15
1 russian oil pouch with bottle -15

4000 FOR THE WHOLE PILE 

i will split up and adjust price as things sell  
i will not ship , face to face meeting only , no hoodlums , no low ballers"
13,http://www.armslist.com/posts/1129013,For Sale:  (2) Sets of Wolff Recoil Springs for Ruger LCP:  11lb / 12lb /13lb,"Metro Denver, Denver, Colorado",$ 18,"Listed On: Sunday, February 24, 2013",Gun,no type,no type,no type,no type,"For sale are (2) sets of Wolff Recoil Springs for Ruger LCP pistols.  These sets contain matched springs at three different weights:  11 lb, 12 lb, and 13 lb.  The reason for the different weights is so you can try them out to see which weight springs works best for you and your LCP.  These springs are new and in original packaging.  The spring sets are $18 each and I will include free shipping.  I prefer PayPal but will accept a money order with prior approval."
14,http://www.armslist.com/posts/1129014,For Sale/Trade:  Romanian AK47 & 500 rounds of 7.62x39,"Logan Ohio (Hocking County), Ohio, United States",$ 850,"Listed On: Sunday, February 24, 2013",Rifles,no type,7.62x39                                                                                ,Semi-automatic,no type,"Romanian AK47 GP10/63. Comes with box and 500 rounds of FMJ 7.62X39 ammo. Gun has not been fired, been a safe queen for a few years."
