,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/1576000,For Sale:  Fire Helmet (NEW),"Halls, Knoxville, Tennessee",$ 175,"Listed On: Monday, May 6, 2013",Miscellaneous,no type,no type,no type,no type,Bullard ustm traditional helmet black with flip down shields. Brand new never worn. 175.00 Firm
1,http://www.armslist.com/posts/1576001,For Sale:  9mm 115 Grain FMJ Ammo - You Choose $27 per box,"Aurora - Buckley and Mexico, Denver, Colorado",$ 27,"Listed On: Monday, May 27, 2013",Ammo,no type,no type,no type,no type,"Hello,  I have listed for sale a total of 10 boxes (50 rounds per box) 9mm, most 115 grain, FMJ copper plated, brass cartridge center fire pistol ammunition.  The boxes and brands are as follows:

2 boxes 9mm Remington UMC. 100 rounds
2 boxes 9mm Blazer Brass. 100 rounds
11 boxes 9mm Federal. 550 rounds. NOW SOLD
3 boxes 9mm Winchester. 150 rounds
3 boxes 9mm AE Federal 124 GR. 150 rounds

These boxes and ammo are new, not opened, not reloads.  Total rounds for all 10 boxes is 500.  If you want it all, the total cost would be $270.

Cash only. No trades or barter. Must be 21 to purchase. Thank you."
2,http://www.armslist.com/posts/1576002,For Sale:  7.62 x 39mm 1500 rounds,"port jervis, Hudson Valley, New York",$ 10,"Listed On: Monday, May 6, 2013",Ammo,no type,no type,no type,no type,I have 1500 rounds for sale. 1000 rounds of tulammo and 500 of wolf. Price is $10 per 20 round box
4,http://www.armslist.com/posts/1576004,For Sale/Trade:  Glock 23-gen 3,"B.A, Tulsa, Oklahoma",$ 560,"Listed On: Monday, May 6, 2013",Handguns,Glock                                                                                ,40 S&W                                                                                ,Striker Fire                                                                                ,Pistol,"I have a LNIB Glock 23. It's a gen 3.
It's the mid size .40 S&W
Comes with both mags, box and all contents.
only has about 100 rounds thru it.
$560"
6,http://www.armslist.com/posts/1576006,For Sale/Trade:   .17 HMR/.22 Magnum ..... 2 magazine's.,"Miamisburg, Dayton, Ohio",$ 50,"Listed On: Tuesday, July 30, 2013",Magazines,no type,no type,no type,no type,"Selling/trading both a 10-round and 5 round magazine.  These are for the Savage 93 models, chambered for the .17 HMR or .22 Magnum.  The 10 round is brand new - never used, the 5 round is used - but only 4 times.  I'm asking $50 for both. 

I do not need these any more, but if I can't get $50, I'll just keep them.

Thanks"
8,http://www.armslist.com/posts/1576008,For Sale/Trade:  H&R Hammerless 38S&W w/Holster and 50 Rounds of Ammo,"Largo, Tampa/St. Pete, Florida",$ 0,"Listed On: Monday, May 6, 2013",Handguns,H&R                                                                                ,38 S&W                                                                                ,Double Action                                                                                ,Revolver,"Old revolver, works. Extractor a little sticky, could use a cleaning or lube.  Comes with old holster and 50 rounds of Remington 146gr LRN ammo

Looking to trade for/towards small inexpensive handgun

In Largo, Thanks"
9,http://www.armslist.com/posts/1576009,Want To Buy:  10mm jhp,"Lake Stevens, Seattle, Washington",$ 1,"Listed On: Monday, May 6, 2013",Ammo,no type,no type,no type,no type,Im looking for 10mm jhp ammo i have cash or i could trade you 185 grain jhp gold saber .45 +p ammo boxes come with 25
10,http://www.armslist.com/posts/1576010,For Sale:  Brand New 1911 .45 ACP.,"Greenville, Greenville, South Carolina",$ 550,"Listed On: Monday, May 6, 2013",Handguns,High Standard                                                                                ,45 ACP                                                                                ,Single Action                                                                                ,Pistol,Up for sale is a brand new 1911 .45! It's a High Standard pistol that looks and feels like a 1911 should feel like - a mans gun. Let me know if your interested. I don't want to trade but I can work a little on price but not that a whole lot. Thanks for looking and good luck !
11,http://www.armslist.com/posts/1576011,For Sale:  1000 Rounds of 9mm brass case 115 grain FMJ - $450,"Fort Lee, Richmond, Virginia",$ 450,"Listed On: Monday, May 6, 2013",Ammo,no type,no type,no type,no type,This is Fiochi brass case 9mm new in the box 115 grain FMJ. Will sell in boxes of 50 for $25
12,http://www.armslist.com/posts/1576012,For Sale/Trade:  heritage ruff rider .22lr/.22mag combo single action,"wayne/stark county, Ohio, United States",$ 225,"Listed On: Tuesday, May 14, 2013",Handguns,Heritage Manufacturer                                                                                ,no type,Single Action                                                                                ,Revolver,like new comes with both cyl to shoot .22lr or .22mag also comes with a box of 100 .22 short and a box of 50 .22mag 250.00 obo/trade
