,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
1,http://www.armslist.com/posts/7109001,For Sale:  Springfield XD Mod 2 Service with extra mags,"Southeast, Oklahoma City, Oklahoma",$ 500,"Listed On: Sunday, July 23, 2017",Handguns,Springfield                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"Slightly used XD mod2 Service model 9mm comes with kydex holster and 4 magazines. Price firm, no trades. text me at REDACTED"
2,http://www.armslist.com/posts/7109002,For Sale:  NEW IN BOX Colt 6920 limited edition Marpat m4 AR15,"SW, Las Vegas, Nevada",$ 850,"Listed On: Sunday, July 23, 2017",Rifles,Colt                                                                                ,5.56×45mm NATO                                                                                ,Semi-automatic                                                                                ,Rifle,Genuine NEW IN BOX Colt LE6920 m4 ar15 with Marpat (Marine Pattern) camo magpul furniture and one matching 30 rd Pmag magazine.Chambered in 556 nato/223 rem.  Rifle is NEW IN BOX and unfired. Face to face transaction in Las Vegas only.NO TRADESNO SCAMMERSFIRM PRICEtext me for fastest response.7 oh two eight 3 5 - three 9 oh oh
3,http://www.armslist.com/posts/7109003,For Sale:  Ak47 package $1550 this weekend only,"THREE RIVERS, Kalamazoo, Michigan","$ 2,000","Listed On: Sunday, September 3, 2017",Rifles,Century International Arms                                                                                ,7.62x39                                                                                ,Semi-automatic                                                                                ,Rifle,AK47 ROMARM/CUGIR 7.62x39 only 500 round fired through this rifle have been the owner since 2011 bought brand-new rifle comes as is with everything you see. There are 6 30 round steel mags full there are three Tapco 30 round magazine's full there is 1 20 around steel mag1 20 round Tapco mag 15 round or 10 round steel mag to 40 rounds to your max 1 75 rounds from all full there is a Russian spam can with 640 rounds on opened BSA scope  on 80 attachable side rail also loose ammo all animal together over 3000 rounds there is also an inexpensive flashlight to mount underneath and lock everything you see in the pictures
4,http://www.armslist.com/posts/7109004,For Sale/Trade:  Scuba gear,"So tulsa, Tulsa, Oklahoma",$ 900,"Listed On: Friday, August 4, 2017",Miscellaneous,Century International Arms                                                                                ,7.62x39                                                                                ,Semi-automatic                                                                                ,Rifle,"liek new dive gear. Scuba pro knight hawk vest, mk11 stage one, s555 reg. Scuba pro snorkel, Tulsa mask, stingray bag, oceanic v8 split fins, gloves, books, deep sea boots, knive, suit 3.2 mm. Used for pool certification only. Excellent shape. Not junk. Will trade for firearms. Let me know what you have. 900 obo REDACTED"
6,http://www.armslist.com/posts/7109006,"Want To Buy:  wanted Remington game master pump in 243,270 or 308","Tacoma, Tacoma, Washington",$ 500,"Listed On: Sunday, July 23, 2017",Rifles,Remington                                                                                ,308/7.62 NATO                                                                                ,Pump Action                                                                                ,Rifle,"Looking for a gamemaster pump in good shooting condition. 22 inch barrel in 243,270 or 308 cal.  have cash ready to buy. I will pay for paperwork."
10,http://www.armslist.com/posts/7109010,For Sale:  Springfield XD Service 9mm,"Bradenton, Tampa/St. Pete, Florida",$ 350,"Listed On: Sunday, July 23, 2017",Handguns,Springfield                                                                                ,9mm Luger (9x19)                                                                                ,Single Action                                                                                ,Pistol,"Selling my xd 9mm service pistol. 4""barrel, 7.3"" overall length, talon grips. Comes with two 16 round mags, Inside waistband holster and hard case. Asking 350.00. No trades at this time please. About 30 rounds fired through it. Thanks"
12,http://www.armslist.com/posts/7109012,For Sale/Trade:  Cz scorpion evo,"Rochester, New Hampshire, United States",$ 950,"Listed On: Monday, July 31, 2017",Handguns,CZ USA                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"Scorpion evo 3 with shockwave side folding brace. Folds to the left side. Will come with 4 thirty round mags and 2 twenty round mags. No optic or sling included. Only trades I am looking for is a 308 battle rifle. ptr 91 with paddle release and welded top rail, DSA FAL or an m1a or norinco m14. I have cash to put on top for the right trade.Possible a 9mm handgun with cash on your end as well."
13,http://www.armslist.com/posts/7109013,For Sale:  Jimenez Arms .22lr pistol,"Eddyville, Des Moines, Iowa",$ 150,"Listed On: Thursday, August 17, 2017",Handguns,CZ USA                                                                                ,22 Long Rifle                                                                                ,Striker Fire                                                                                ,Pistol,"I have a Jiminez Arms J.A.22 pistol for sale. Comes with one magazine and 1 page manual. Cute, fun little shooter, don't really need to sell, asking $150. Text REDACTED thanks!"
15,http://www.armslist.com/posts/7109015,For Sale:  gone,"Federal Way, Seattle, Washington",$ 100,"Listed On: Sunday, July 23, 2017",Knives,no type,no type,no type,no type,gone
17,http://www.armslist.com/posts/7109017,For Sale:  AR stripped lower PSA,"Blountville, Tri-cities, Tennessee",$ 65,"Listed On: Sunday, July 23, 2017",Rifles,Palmetto State Armory                                                                                ,5.56×45mm NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"Stripped lower for sale, private price includes all taxes and fees.  Shadow in pic is my fault, finish is flawless.  Palmetto State brand. These forged lowers are quality made using material is 7075-T6 and are marked ""CAL MULTI"" to accommodate most builds.  Finish is Black Hardcoat Anodize per MIL-8625 Type 3 class 2.  Best contact is text to four23five34four765."
