,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/7212000,For Sale/Trade:  Bersa Combat 380 & Ruger SR22,"Denton, Dallas, Texas",$ 1,"Listed On: Thursday, August 17, 2017",Handguns,Bersa-Eagle                                                                                ,380 ACP                                                                                ,Double / Single Action                                                                                ,Pistol,I have a Bersa 380 combat and Ruger SR22 handguns I'm looking for $325 and $375 respectfully or $625 for the pair OBOOr a trade for a Glock 19 gen 3/gen 4 standard or M.O.S. OR Keltec Sub2000 gen 2 glock 19 variant ONLY.
2,http://www.armslist.com/posts/7212002,For Sale:  Hogue AR-15/M-16 Kit Black Rubber Mil-Spec 15056,"Hinsdale, Illinois, United States",$ 60,"Listed On: Monday, April 30, 2018",Gun,no type,no type,no type,no type,Buy Now!http://blackwolfsupply.com/index.php/product/hogue-ar15-kit-bfg-grip-overmolded-collapsible-mil-spec-black-15056/AR15 Kit BFG Grp OMCB Mil-Spec Blk Description AR-15/M-16 Kit - Finger Groove Beavertail Grip  - OverMolded Collapsible Buttstock - Fits Mil-Spec Buffer Tube - Black Rubber
5,http://www.armslist.com/posts/7212005,For Sale:  Hogue Sig P228/P229 Grips Pirahna G-10 G-Mascus Black/Gray 28137-BLKGRY,"Hinsdale, Illinois, United States",$ 102,"Listed On: Monday, April 30, 2018",Gun,no type,no type,no type,no type,"Buy Now!http://blackwolfsupply.com/?s=28137Sig P228 P229 DA/SA Prha G10 GMa BlkGry Description Hogue Extreme G-10 grips are made from high strength G-10 composite. The materials used in the production of the Extreme Series G-10 Grip make for a first class product that is both strong and durable. The Extreme Series Grips are unique in that they are very thin the lower profile presents the shooter with a comfortable and controllable grip. Extreme grips combine fit, form and function into a single product for the shooter looking for the ultimate shooting experience.  Specifications: - Fits: Sig Sauer P228, P229 DAK  - Style: Piranha Grip G-10, G-Mascus  - Color: Black/Gray"
10,http://www.armslist.com/posts/7212010,For Sale:  CZ Rami 9mm,"Charleston, Charleston, South Carolina",$ 550,"Listed On: Tuesday, August 22, 2017",Handguns,CZ USA                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,Looking at turning my Cz Rami into a full size Cz. Preferably SP01 and will also add cash for the right gun. I got it directly from the factory about 2 months ago after waiting 4 months for it to ship. A very rare gun in the Cz world but I like my P01 a bit more. Only 2 range trips. Will also sell for 550.00
12,http://www.armslist.com/posts/7212012,For Sale/Trade:  Ruger SR22 & Bersa Thunder 380 combat,"Denton, Dallas, Texas",$ 1,"Listed On: Thursday, August 17, 2017",Handguns,Ruger                                                                                ,22 Long Rifle                                                                                ,Double / Single Action                                                                                ,Pistol,I have a Bersa 380 combat and Ruger SR22 handguns I'm looking for $325 and $375 respectfully or $625 for the pair OBOOr a trade for a Glock 19 gen 3/gen 4 standard or M.O.S. OR Keltec Sub2000 gen 2 glock 19 variant ONLY.
18,http://www.armslist.com/posts/7212018,For Sale:  XS Sight Systems Big Dot Tritium Shotgun Bead Plain Barrel  SG-2003-3,"Hinsdale, Illinois, United States",$ 64,"Listed On: Monday, April 30, 2018",Gun,no type,no type,no type,no type,"Buy Now!http://blackwolfsupply.com/index.php/product/xs-sight-systems-big-dot-tritium-mossberg-shotgun-bead-on-plain-barrel-sg-2003-3/XS Big Dot Tritium -Shotgun Bead PlainBrl Description XS Big Dot Tritium is a highly visible, tritium dot front sight surrounded by a large white ring epoxies over the existing front bead sight to help improve target focus and low light sight acquisition and sight recovery after muzzle flash. Ideal for home defense. Installs over front sight beads from .125"" - .140"" diameter by filling the cavity on the underside of the sight with Brownell's Acraglas Gel, then pressing the sight over the bead and allowing it to fully cure. If existing bead is too small or too large, replace with Brownell's #6 bead for 3-56 threads or #26 for 6-48 threads. Some shotgun barrels may require drilling and tapping of existing hole to 6-48 for installation of #26 Brownell's bead. Bead provided is only for Mossberg Shotguns. Specifications: - Tritium Front Sight Only - Fits: Shotgun with a Bead on Plain Barrel when the bead measures 0.125"" - 0.140"" - Do it yourself Installation - Sight Color: White/Green - Material: Blued Steel - Finish: Matte Black - Includes: Shotgun Bead (for Mossberg Shotguns Only)"
23,http://www.armslist.com/posts/7212023,For Sale/Trade:  Russian GP5 masks,"Modesto, California, United States",$ 40,"Listed On: Friday, September 15, 2017",Tactical,no type,no type,no type,no type,I have 3 russian GP5 gas masks for sale. They are size large and come with filters and bags. Asking $15 for each or $40 for all 3. Can text me at REDACTED no shipping
24,http://www.armslist.com/posts/7212024,For Sale:  Marlin 44mag,"Wellston, Columbus, Ohio","$ 1,000","Listed On: Tuesday, September 12, 2017",Rifles,Marlin                                                                                ,44 Magnum                                                                                ,Lever Action                                                                                ,Rifle,"JM marked marlin ""trapper"" model chambered in 44mag. This has a 16"" barrel with factory porting. I have the factory sights along with XS sights and rail system. Luepold vx1 1-4x20  sitting in warne rings. Great little deer gun. Not a spotless gun, it has a few scratches from being hunted with. Not really looking for any trades except a ruger super Blackhawk in 44mag or a ruger 1911."
25,http://www.armslist.com/posts/7212025,For Sale:  ARMASIGHT by FLIR Nemesis 6x GEN 2+ ID Improved Def. Night Vision Rifle Scope,"Burien, Seattle, Washington","$ 1,600","Listed On: Thursday, August 17, 2017",Optics,Marlin                                                                                ,44 Magnum                                                                                ,Lever Action                                                                                ,Rifle,"DESCRIPTIONThe Armasight by FLIR Nemesis 6X is the perfect solution where a little more distance is required between hunter and hunted. Featuring a high quality Gen 2+ image intensifier tube, easy to use internal windage and elevation adjustment and simple push button controls, the Armasight by FLIR Nemesis will allow you to reach out further during night hunting trips.The adjustable brightness illuminated reticle is unique - no other Night Vision riflescope on the market has such a well-defined (but extremely thin) crosshairs that allows such precise shot placement, even on extremely small targets. The Nemesis is fitted with a Picatinny/Weaver mount that allows for considerable length adjustment ensuring comfortable eye relief can be achieved; three accessory mounting rails allow the easy mounting of our included long range IR illuminator and/or other compatible accessories.Nemesis 6X housing is water resistant, robust (but lightweight), machined from aircraft aluminium.FEATURES 6x Magnification with 6.5 degrees FOV Bright source protection, Auto Bright Control (ABC)Illuminated center red cross reticle for optimal contrastControls and adjustments are simple and easy to operate Flip-up back-up iron sights Mounts to standard weaver railsVariable reticle brightnessDetachable long-range infrared illuminator."
30,http://www.armslist.com/posts/7212030,For Sale:  Custom Commander and 344 Rounds of ammo.,"Northwest, Phoenix, Arizona",$ 775,"Listed On: Thursday, August 17, 2017",Handguns,no type,45 ACP                                                                                ,Single Action                                                                                ,Pistol,"Colt commander slide extractor and firing pin. Rock Island CS frame with commander style hammer, skeletonized adjustable trigger, extended grip safety, Storm Lake (Remington) barrel, full length spring guide, Heinie sights. Includes two mags. One 8 round mag with extension and a standard 7 round bumper bottom mag. Pistol shows little use and is in very nice condition. Sale includes 348 rounds of .45 Auto ammo and a zippered gun rug. This is a local private cash sale only. Buyer must be Arizona resident over 21 years of age and be willing to sign a bill of sale. Prefer CCW & phone calls to Frank at REDACTED."
