,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/7000000,For Trade:  Talo 19 Plus Extras,"Spartanburg, Greenville, South Carolina",Offer,"Listed On: Monday, June 26, 2017",Handguns,Glock                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"Brand new gen 4 glock 19 Talo edition. Not a single round fired with gold factory lube still on the rails. Included is everything from the factory, bravo concealment holster with flat pancake loops, and streamlight tlr-1. Trade value is 700 for everything or 550 for just the gun."
1,http://www.armslist.com/posts/7000001,For Sale:  CZ 52 7.62 x 25 with Holster and Extra Mag,"MERRILLVILLE, Crown Point, Indiana",$ 325,"Listed On: Monday, June 26, 2017",Handguns,CZ USA                                                                                ,7.62x25 Tokarev                                                                                ,Double Action                                                                                ,Pistol,"CZ 52  7.62x25 with extra mag, holster and cleaning rod."
2,http://www.armslist.com/posts/7000002,For Sale:  Smith and Wesson M&P40C,"Pataskala, Columbus, Ohio",$ 450,"Listed On: Monday, June 26, 2017",Handguns,Smith & Wesson                                                                                ,40 S&W                                                                                ,Double / Single Action                                                                                ,Pistol,"Up for sale is my M&P40C. This is the Compact version of the M&P40 The barrel length is .75"" shorter and the magazine is a 10+1 vs. a 15+1. From right out of the box, this thing was dead on at 30 feet and has been ever since. I shot approximately 150-200 rounds through it.  I haven't shot it much due to the fact that it was my beside defense gun. I'm selling it due to inheriting some other pistols and this one isn't needed any longer. It also has the ambidextrous thumb-safety. Comes withthe original case and 2 magazines. Won't find a better condition gun other than new. Price is firm but fair. I won't sell to anyone without seeing ID so that I can make sure that I'm not selling to underage.Also comes with a Blackhawk Serpa Paddle Holster."
4,http://www.armslist.com/posts/7000004,For Sale:  Zenith Z5RS Mp5 A3 Sbr,"Miami, Miami-Dade, South Florida","$ 2,500","Listed On: Monday, June 26, 2017",NFA,no type,no type,no type,no type,"Like new zenith z5rs sbr. Comes with H&k A3f stock, A2. B&t Optic Rail, h&k Sef Navy Lower, Surefire Forend , and Surefire Tri Rail. This is a REGISTERED SBR ALL NFA RULES APPLY"
5,http://www.armslist.com/posts/7000005,For Sale:  Kel-Tec PF9,"South Tulsa, Tulsa, Oklahoma",$ 275,"Listed On: Monday, July 17, 2017",Handguns,Kel-Tec                                                                                ,9mm Luger (9x19)                                                                                ,no type,Pistol,"Great Gun, wanting to sell a few guns to buy a new one."
6,http://www.armslist.com/posts/7000006,For Sale:  Glock 30,"Ashburnham, Massachusetts, United States",$ 500,"Listed On: Saturday, July 8, 2017",Handguns,Glock                                                                                ,45 ACP                                                                                ,Striker Fire                                                                                ,Pistol,Comes with 2 magazines and original tupaware
9,http://www.armslist.com/posts/7000009,For Sale:  slidefire  stock  ak,"brooksville, Orlando, Florida",$ 50,"Listed On: Monday, June 26, 2017",Gun,no type,no type,no type,no type,all good  all parts   no  box    50.00    cost  119.00   for   ak 47
10,http://www.armslist.com/posts/7000010,For Sale:  Remington 870,"Chariton, Des Moines, Iowa",$ 300,"Listed On: Monday, June 26, 2017",Shotguns,Remington                                                                                ,12 Gauge                                                                                ,Pump Action                                                                                ,Shotgun,Have nice 2 3/4 inch 870 Remington Wing master. Comes with 3 chokes. REDACTED
11,http://www.armslist.com/posts/7000011,For Sale:  AR 15 Pistol,"Chesapeake, Hampton Roads, Virginia",$ 750,"Listed On: Monday, August 7, 2017",Handguns,Remington                                                                                ,223/5.56 NATO                                                                                ,Pump Action                                                                                ,Pistol,$750
14,http://www.armslist.com/posts/7000014,For Sale/Trade:  Sig 938 Extreme 9mm,"NW  Metro, Minneapolis / St. Paul, Minnesota",$ 695,"Listed On: Monday, June 26, 2017",Handguns,Sig Sauer                                                                                ,9mm Luger (9x19)                                                                                ,Single Action                                                                                ,Pistol,"Like New in Box, Sig Sauer 938 extreme in box with extra mag and holster and paperwork. G10 Grips, 9MM, great conceal size, Sig Sauer quality build. One box of shells"
16,http://www.armslist.com/posts/7000016,For Sale:  Sig P250 compact,"Goldsboro, Goldsboro, North Carolina",$ 325,"Listed On: Monday, June 26, 2017",Handguns,Sig Sauer                                                                                ,9mm Luger (9x19)                                                                                ,Double Action                                                                                ,Pistol,Sig p250 compact with a 15 round mag and adjustable night sights. $325
17,http://www.armslist.com/posts/7000017,For Sale:  Ruger 9E Handgun 9mm 1 Mag. $279.00,412-466-7296,$ 279,"Listed On: Wednesday, August 23, 2017",Handguns,Ruger                                                                                ,9mm Luger (9x19)                                                                                ,Double Action                                                                                ,Pistol,"We have a great condition Ruger 9E for sale at GreaterPittsburghQuickCash!This Handgun is in great overall condition and is ready to go.Comes with one 17 round magazine only.9mm4"" BarrelAny questions please message or call us.Thank you."
19,http://www.armslist.com/posts/7000019,For Sale:  New Ar-15 Pistol,"Richmond, Vermont, United States",$ 690,"Listed On: Saturday, July 22, 2017",Rifles,no type,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"New complete AR for sale. Has a 10.5 inch barrel with Shockwave pistol brace.Specs are: Noreen Billet lower, Alexandria Pro Fireamrs upper, Shockwave pistol brace stock, buffer, and tube. Enhanced nickle boron trigger, Ergo grip, standard charging handle, nickle boron bolt carrier group, Yankee Hill Machine flash hider, free float 10 inch keymod handguard, and ambidextrous sling plate. Gun is new. $690 Firm."
21,http://www.armslist.com/posts/7000021,"For Sale:  BCM BFH 16' Mid-Length Upper Receiver Group w/KMR Alpha 15"" Handrai","near Peoria, Peoria, Illinois",$ 800,"Listed On: Monday, June 26, 2017",Rifles,Bravo Company USA                                                                                ,5.56×45mm NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"BCM BFH 16"" Mid Length Upper Receiver Group w/ BCM KMR-*ALPHA* 15"" HandguardThis upper receiver group is BRAND NEW - NEVER FIRED. It is in perfect condition and has been sitting in my safe for a few months.This upper includes a BCM complete Bolt Carrier Group, BCM Gunfighter Mod 5 (small latch) Charging Handle, and BCM Mod 0 CompensatorThis upper totals $903.90 on BCM's website.This is for the upper receiver group (including bolt carrier group and charging handle) ONLY...this is not a complete rifle...lower reciever NOT INCLUDED.16"" Cold hammer forged barrel, 5.56 chamber, 1:7 twist, mid-length gasBCM KMR Alpha 15"" HandguardFor full specs see BCM websitePayPal Gift or USPS Money Order ONLY$800 (shipping & insurance included)"
22,http://www.armslist.com/posts/7000022,For Sale:  CZ P07 9mm,"Goose Creek, Charleston, South Carolina",$ 500,"Listed On: Monday, June 26, 2017",Handguns,CZ USA                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,"Like new, CZ P07 9mm. Includes 2 15 rnd mags. Decocker/manual safety. 3.75"" barrel. . I have box and books. Charleston area only. No time for travel. No trades please."
23,http://www.armslist.com/posts/7000023,For Trade:  Wtt my XM42 Flamethrower,"Raymore, Kansas City, Missouri",Offer,"Listed On: Monday, June 26, 2017",Miscellaneous,CZ USA                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,"Has push button ignitor, electric ran, will burn gas, diesel, kerosene etc, 25ft range can buy and use napalm....works great!!"
24,http://www.armslist.com/posts/7000024,For Sale:  Used G17 Gen4,"east metro, Minneapolis / St. Paul, Minnesota",$ 475,"Listed On: Friday, July 28, 2017",Handguns,Glock                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"Used gen 4 G17, ~1500rnds through the gun but factory barrel only has ~100rnds. Factory box, etc. 3 17rnd mags,$475 - no trades - also have an additional lone wolf barrel with ~1500rnds and 2 17rnd mags (1 used gen3, 1 new magpul) - package deal of $530East Twin Cities MN area, will meet in metro area or within reason, must have valid MN Permit to Purchase or MN Permit to Carry for FTF.  Will not ship out of state due to scammers."
25,http://www.armslist.com/posts/7000025,For Sale:  Anderson arms,(214) 823-8750,$ 390,"Listed On: Monday, July 24, 2017",Rifles,Anderson Manufacturing                                                                                ,5.56×45mm NATO                                                                                ,Semi-automatic                                                                                ,Rifle,556
27,http://www.armslist.com/posts/7000027,For Sale:  slidefire  stock  ak,"brooksville, Ocala, Florida",$ 50,"Listed On: Monday, June 26, 2017",Gun,no type,no type,no type,no type,all  good  all parts   50.00 frim  cost  119.00    for   ak 47
