,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/748000,Want To Buy:  star 380,"olympia, Southwest Washington, Washington",$ 1,"Listed On: Monday, December 24, 2012",Handguns,Star Firearms                                                                                ,380 ACP                                                                                ,Single Action                                                                                ,Pistol,in looking to buy or trade for  a star 380
1,http://www.armslist.com/posts/748001,Want To Buy:  Browning A-Bolt BOSS CR for .25-06,"Wash Park/DU, Denver, Colorado",$ 1,"Listed On: Monday, December 24, 2012",Gun,no type,no type,no type,no type,"If anyone has the conventional version of the BOSS counterweight, I would be interested in purchasing it.

Browning part #1140012 (Also appears to fit: 223 Rem. 22-250 Rem. 243 Win. 7mm-08 Rem. 25-06 Rem. 260 Rem. 270 Win. 280 Rem. 25 WSSM 243 WSSM 223 WSSM)

http://www.browning.com/products/catalog/accessories/itemdetails.asp?item=1140012&cid=114&tid=001

Alternate part #1140011...same specs just a glossier finish. (I don't think pronghorn care about the finish of the final few inches of the gun; therefore, I don't either.)

Thank you in advance for any responses."
3,http://www.armslist.com/posts/748003,For Sale:  ar-15 stripped lower and 30rd pmag,"goosecreek, Charleston, South Carolina",$ 1,"Listed On: Monday, January 14, 2013",Rifles,Palmetto State Armory                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"palmetto state armory stripped lower receiver never assembled and an unused 30rd pmag.

what have you got to trade?"
4,http://www.armslist.com/posts/748004,"Want To Buy:  AK-47, AK-74, AR-15, SKS, or similar rifles","Everett, WA, Seattle, Washington",Offer,"Listed On: Monday, December 24, 2012",Rifles,no type,no type,Semi-automatic                                                                                ,Rifle,"Pretty much what the title says. Looking for assault rifles.

I can pay in cash, silver, or gold.

I'm in Everett and prefer not to drive more than 30 miles unless it's a really good deal.


Let me know what you have."
5,http://www.armslist.com/posts/748005,For Sale:  AR15 556 / 223 M4,"NW, San Antonio, Texas","$ 2,000","Listed On: Monday, February 11, 2013",Rifles,Del-ton Inc                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"For sale is a AR-15 in 5.56 weapon has a Colt 14.5"" socom heavy barrel 1/7 twist with permanently installed phantom flash hider it make 16"" legal limit, lower is Delton with NM 2 stage trigger and KNS anti rotation pins. Rear sight has aperture with tritium inserts. Hand guard is triangle style car length custom dark walnut and with matching grip. Grip has hogue slip on it as well. Stock is magpul CTR with enhanced pad and daniel defense rear side sling adapter. Will include one GI 30rd mag with the weapon. More pictures available upon request. Weapon is used in excellent condition and has a estimate round count of 100rd

 Price is $2000 cash no trades or lower offers will be accepted, will only sell to Texas resident with valid drivers license.

Call only do not email
REDACTED"
8,http://www.armslist.com/posts/748008,For Sale:  winchester 30-30 ranger with gold trigger,"west wichita, Wichita, Kansas",$ 475,"Listed On: Monday, December 24, 2012",Rifles,Winchester                                                                                ,30-30 Winchester                                                                                ,Lever Action                                                                                ,Rifle,great deer gun in ex condition with gold trigger.  475 firm no low offers  call REDACTED
11,http://www.armslist.com/posts/748011,For Sale:  New Delton DTI-15 U.S. BORDER PATROL M4 Rifle,"Latrobe, Pittsburgh, Pennsylvania",$ 1,"Listed On: Monday, December 24, 2012",Rifles,Del-ton Inc                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"New Delton DTI-15 U.S. BORDER PATROL M4 Rifle, T Stamped Upper & Quad Rail, Rail Covers, BBE Gas Block, 1/7 Twist, Tac Bolt Catch, Winter Trigger Guard, Flip Up Sights, Folding Vertical Grip. 30 Round Troy Battle Mag, Make Offer............."
12,http://www.armslist.com/posts/748012,Want To Buy:  Wanted Sig 2Sum 9mm,"St Louis Park, Minneapolis / St. Paul, Minnesota",Offer,"Listed On: Monday, December 24, 2012",Handguns,Sig Sauer                                                                                ,9mm Luger (9x19)                                                                                ,Double Action                                                                                ,Pistol,"I've found some stuff on here before, figured I'd give this a shot.  I've been wanting one of these since they came out, but I haven't wanted to pay full price for one.  If you have the Sig 2sum, let me know, and let me know what you want for it.  Thanks!"
13,http://www.armslist.com/posts/748013,For Sale:  .223 ammo - $9/box (45 cents/round),"Sparks, Reno, Nevada",$ 9,"Listed On: Monday, December 24, 2012",Ammo,no type,no type,no type,no type,"I have approximately 800 rounds of new Wolf ammo, in boxes of 20 each. $9 per box.
Possible trade for .308 bolt action, .40 or .45 handgun, 7.62 AK or SKS variants"
14,http://www.armslist.com/posts/748014,For Sale:  Remington 870 Express Magnum,"Anderson, Greenville, South Carolina",$ 285,"Listed On: Monday, December 24, 2012",Shotguns,Remington                                                                                ,12 Gauge                                                                                ,Pump Action                                                                                ,Shotgun,I have had this shot gun for about 15 yrs and have not had it out in the last 14 yrs. It has some wear on stock where the web of your hand and thumb hold it. I do have pic of this area. Other than that the gun is in great condition
