,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/2741000,For Sale:  Les Baer 1911 display / presentation case,"Beaverton, Portland, Oregon",$ 150,"Listed On: Tuesday, February 25, 2014",Handguns,Les Baer                                                                                ,45 ACP,no type,no type,"New, as it came from Les Baer"
1,http://www.armslist.com/posts/2741001,"For Sale:  Kleinguenther K-15 Improved, 375","Oregon, Oregon, United States","$ 1,350","Listed On: Tuesday, February 25, 2014",Rifles,no type,375 H&H Magnum                                                                                ,Bolt Action                                                                                ,Rifle,"Up for sale is a Kleinguenther in Caliber: 375 H&H Mag, This gun was made in Germany and assembled in Seguin,  stock has some very minor handling marks but you have to hold it up to the light just right to even begin to see them. bluing is in excellent condition and has no rust or issues other than typical swirl marks from wiping it down, barrel has been inspected with a bore scope and is in excellent condition with no rust or pitting. It cash only please."
2,http://www.armslist.com/posts/2741002,For Sale:  For sale $300 over 600 RNDS!!!!! OBO,"Yakima, Washington, United States",$ 300,"Listed On: Tuesday, February 25, 2014",Ammo,no type,no type,no type,no type,"160 rds of .308 in a steel box 
80 rds of 6.8 spc HORNADY 20 of which are REM
31 rds of 5.45*39 
9 rds of 7.62*39 WOLF
40 shells of 12 gauge 2 3/4 WINCHESTER PDX1 slug 
25 shells of Winchester AA 
70 shells of FIOCCHI 
225 shells of FEDERAL 
5 shells of 1oz led slugs REMINGTON 
AND LAST BUT NOT LEAST AN ARM BAND with 5 shells on it (370shells total)
Over a $450 value at $.46 cents a bullet/shell 
REDACTED ask for junior PLEASE TEXT NO CALLS"
3,http://www.armslist.com/posts/2741003,For Sale/Trade:  glock 27 gen 3,"warren, Detroit, Michigan",$ 520,"Listed On: Saturday, March 15, 2014",Handguns,Glock                                                                                ,40 S&W                                                                                ,Striker Fire                                                                                ,Pistol,"Like new glock 27 gen 3 .40 cal. One owner. Comes with original box and contents plus 2-9rd mags with pinky extensions, 1-13rd mag and holster. Has less than 100rds through it and runs like a glock should. Willing to trade for a similar glock with a rail, a .357 or ?"
4,http://www.armslist.com/posts/2741004,For Sale:  Palmetto State Armory AR-15,"Kendall, Miami-Dade, South Florida","$ 1,000","Listed On: Tuesday, February 25, 2014",Rifles,Palmetto State Armory                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"Palmetto State Arms AR 15 223/5.56 
16"" 1 in 7 twist Barrel length 
A2 Flash Hider 
Magpul ACS Mil spec stock
Magul MOE pistol grips
Magpul Mbus back up sights 
Midwest Industries, Inc.  MI-SS12G2 free float rail
Spike tactical trigger guard 

Scope is not for sale
Contact me at REDACTED please leave a message or email REDACTED for any questions
Thanks"
5,http://www.armslist.com/posts/2741005,For Trade:  Great shape FN FNX-40,"Bellbrook, Dayton, Ohio",Offer,"Listed On: Tuesday, February 25, 2014",Handguns,FN Herstal S.A.                                                                                ,40 S&W                                                                                ,Double / Single Action                                                                                ,Pistol,"I have a nice all black FNX-40 that comes with everything extra backstraps, case, and 3 magazines. Love this gun but would prefer another 9mm to reduce the kind of ammo I have to buy."
6,http://www.armslist.com/posts/2741006,For Sale/Trade:  Winchester 9mm Ranger Bonded 147g JHP (Q4364) 50rnd boxes,"Maplewood, St. Louis, Missouri",$ 35,"Listed On: Tuesday, February 25, 2014",Ammo,no type,no type,no type,no type,10 50rnd boxes of Winchester Ranger Bonded 9mm 147g JHP (Q4364).
8,http://www.armslist.com/posts/2741008,For Sale:  Masterpiece Arms MPA570SST Pistol 5.7x28,"Durham, Raleigh / Durham / CH, North Carolina",$ 475,"Listed On: Saturday, March 14, 2015",Handguns,MasterPiece Arms                                                                                ,5.7x28mm,no type,no type,"Side Cocker, Scope Mount
8″ Threaded Barrel
one (1) 20 Round Polymer Magazine
Muzzle Brake
Thread Size 1/2 x 28
American Made
Ships in Gun Case
Strike Industries Foregrip
MPA Short Aluminum Quadrail

I will ship it; the site won't let me change that option.
Price is flexible, if you pay through the Bitcoin system. (Escrow available.) 

Never fired. Comes with case, standard 20-round magazine. 

FTF local transfer, if you have a current carry permit, and willing to sign a Bill of Sale, or willing to transfer through an FFL.

Otherwise, will ship my FFL to your FFL. You pay shipping and transfer fee on your side.

Will accept paper cash or Bitcoin FTF, or Bitcoin or money order to ship.

Discount if you pay through Bitcoin. Escrow available for your protection on long-distance sale. 
FTF, same as paper; once BTC appears in my wallet, the item is yours."
9,http://www.armslist.com/posts/2741009,For Sale:  Sig Sauer 556 swat patrol limited edition,"columbus, Columbus, Ohio",$ 1,"Listed On: Tuesday, February 25, 2014",Rifles,Sig Sauer                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"I have a limited to 2000 total production sig Sauer 556 Swat patrol with a vortex strike fire, factory rotating diapeter sight, sig factory magazine, hard case, rail covers and stock recoil pads. I'm selling this due to I never shoot it. Has about 200 rounds through it and slight wear near the ejection port due to the natural ejection path of the rifle. I have all the stock  items and have a vortex strike fire with ar-15 mount so the sights Co witness. Very nice rifle. Will send pictures a pon request.

Will trade for a nice m1a, Nighthawk 1911 and I will make up cash. Lwrc 6.8 upper or fn bolt spr .308, fn fs2000"
10,http://www.armslist.com/posts/2741010,For Sale:  Preban colt ar-15 a-2 government issue,"Ashkum, Illinois, United States","$ 2,500","Listed On: Tuesday, February 25, 2014",Rifles,Colt                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"1-REDACTED

Colt a-2 government issue preban ar-15 

Comes with 2 mags and have extra mags if interested 

250 rounds fired 

Lightweight gun for sure 

$2500 firm"
11,http://www.armslist.com/posts/2741011,For Sale:  Ruger 10/22,"Sumter, South Carolina, United States",$ 500,"Listed On: Tuesday, February 25, 2014",Rifles,Ruger                                                                                ,22 Long Rifle                                                                                ,Semi-automatic                                                                                ,Rifle,"I have a Ruger 10/22 for sale with blackhawk floating barrel stock, green mountain fluted stainless barrel, bsa sweet 22 scope, bi-pod, and an extra 10rnd clip. Also Have 50 rounds of blazers and original stock and barrel. Fun gun to shoot. Text me REDACTED"
12,http://www.armslist.com/posts/2741012,For Sale:  SKS Norinco 7.62x39 All Matching,"Holly Springs, NC, Raleigh / Durham / CH, North Carolina",$ 335,"Listed On: Tuesday, February 25, 2014",Rifles,Norinco                                                                                ,7.62x39                                                                                ,Semi-automatic                                                                                ,Rifle,"Norinco SKS with all matching components.  Rifle is covered in cosmoline, but appears to be in excellent condition.  Bluing is very nice, wood is good.  Save a bundle by purchasing this and cleaning it up yourself.  This has the blade bayonet and I believe it has the much sought after screwed in barrel.  

I also have ammo for sale for a good price to the purchaser.  Priced to sell.  No need to low ball me.  If the ad is up, rifle is still for sale."
13,http://www.armslist.com/posts/2741013,For Sale/Trade:  Springfield Loaded Black Chrome 1911,"will county subburbs, Chicago, Illinois",$ 950,"Listed On: Tuesday, February 25, 2014",Handguns,Springfield                                                                                ,45 ACP                                                                                ,Single Action                                                                                ,Pistol,"I have a springfield loaded black chrome 1911 in 45.. It was built in 2009 great gun..
Looking to get 950 or best offer"
15,http://www.armslist.com/posts/2741015,For Sale:  Fail Zero M&P Full size 9mm w/ Extras,"Lynnwood, Seattle, Washington",$ 800,"Listed On: Sunday, March 9, 2014",Handguns,Smith & Wesson                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"Smith & Wesson M&P Full size 9mm with Fail Zero (Nickel Boron) coating on the slide and barrel, Night sights, Costa Catalyst Extended magazine release and Apex Tactical Reset Assist Mechanism (RAM)

Also comes with 3 x Magazines and a Fobus Holster.

Only 50 rounds through it.

Asking $800 OBO. 

No Trades

I will require a bill of sale and need to see your WA DL and Concealed permit."
17,http://www.armslist.com/posts/2741017,For Sale:  New M1 Garand US made enbloc clips en bloc clip,"Orange County, California, United States",FREE,"Listed On: Tuesday, February 25, 2014",Magazines,no type,no type,no type,no type,"These en blocs are new production clips made by Aggressive Engineering one of the last U.S. manufacturers to produce these clips to the Armed Services. They are produced to meet the strict standards and specifications required by the Military. These en blocs are new and have never been loaded. Used en blocs are great for collecting or display but if you are into shooting you can put your trust in these. I can ship anywhere in the U.S.

 10 New M1 Garand en blocs $21.50 
  6 New M1 Garand en blocs $12.90 
  5 New M1 Garand en blocs $10.75 (5 and up $2.15) 
  1 New M1 Garand en bloc $2.75 (1 to 4)"
18,http://www.armslist.com/posts/2741018,For Sale/Trade:  500,"Marine city, Detroit, Michigan",$ 0,"Listed On: Tuesday, February 25, 2014",Rifles,no type,no type,no type,Rifle,"I have a traxxas slash 2x4 with the brushless velineon system in it. With a nickel/metal charger, and a lipo charger and a bunch of little extras. About $700 invested. Looking for any ar styled rifles or some sort of 1911. .22 caliber is OK. REDACTED"
