,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/2314000,For Sale:  New Hi-Point 9mm Carbine Mag,"I-25 and 104th ave, Denver, Colorado",$ 30,"Listed On: Saturday, November 30, 2013",Magazines,no type,no type,no type,no type,"Brand new, unfired 15-round, only one, call REDACTED, no texts please."
1,http://www.armslist.com/posts/2314001,For Sale/Trade:  Stoeger Uplander side by side 12 ga sxs,"orlando, Orlando, Florida",$ 499,"Listed On: Saturday, November 9, 2013",Shotguns,Stoeger                                                                                ,12 Gauge                                                                                ,Side by Side                                                                                ,Shotgun,"Stoeger Uplander 12ga Side by Side Double Barrel shotgun with 26"" barrels. This gun has clean bright bores and screw in choke tubes. The left barrel has a Modified choke tube and the right barrel has a Improved Cylinder choke tube mint condition special steel trade double barrel shotgun hunting rare 26 inch barrel ammo 499.00 trade
binoculars Nikon monarch 10x42 6 exc 195.00 binoculars Optics 352-634-2o84
WILL TRADE FOR: 2 NCAA men's basketball tournament Orlando fl 2014 crossbow archery bow trade value 699.00"
2,http://www.armslist.com/posts/2314002,For Trade:  Smith & Wesson Shield M&P,"Central, Springfield, Missouri",Offer,"Listed On: Saturday, November 9, 2013",Handguns,Smith & Wesson                                                                                ,40 S&W                                                                                ,Double Action                                                                                ,Pistol,Want to trade my M&P Shield .40 for a Glock gen 4.  Excellent condition.  Comes with three 7 round extended mags.  Plus ammo
4,http://www.armslist.com/posts/2314004,For Sale/Trade:  JA Nine,"WEST MOBILE, Mobile, Alabama",$ 200,"Listed On: Tuesday, November 19, 2013",Handguns,no type,9mm Luger (9x19)                                                                                ,Double Action                                                                                ,Pistol,I have a used in like new condition JA Nine 9mm. Only 12 rounds thru this gun and it was cleaned and just sitting around. It also comes with 48 rounds of holo points. It has a 12 round magazine I took it to the range and fired 12 shots brought it home and cleaned it other than that it has seen no use
5,http://www.armslist.com/posts/2314005,For Sale/Trade:  savage model 11 accu-trigger 308 new,"orlando, Orlando, Florida",$ 599,"Listed On: Saturday, November 9, 2013",Rifles,Savage Arms                                                                                ,308/7.62 NATO                                                                                ,Bolt Action                                                                                ,Rifle,Savage model 11 accu-trigger rings base 308 new 599.00 trade 352.634.2o84 binoculars optics Nikon monarch 10x42 165.00
6,http://www.armslist.com/posts/2314006,For Sale:  New Taurus PT-845 Magazine,"I-25 and 104th ave, Denver, Colorado",$ 25,"Listed On: Saturday, November 30, 2013",Magazines,no type,no type,no type,no type,"New 12-round mag, only one, price is firm, call REDACTED, no texts please."
7,http://www.armslist.com/posts/2314007,For Sale/Trade:  Smith & Wesson 442 Airweight,"Childersburg, Birmingham, Alabama",$ 400,"Listed On: Saturday, November 9, 2013",Handguns,Smith & Wesson                                                                                ,no type,Double Action                                                                                ,Pistol,"Smith & Wesson 442 Airweight .38 SPL in great shape with box and everything it came with. Call or text only, no emails. REDACTED. $400 firm or may trade. I'm not looking for anything in particular..I like Glocks, XD's, M&P's, Remington, Ruger etc. Just let me know what you have but cash is king. Thanks

I will not ship. FTF only."
8,http://www.armslist.com/posts/2314008,For Sale:  Chiappa White Rhino 200DS .357 Mag 2” Barrel,"Black Diamond, Seattle, Washington",$ 795,"Listed On: Wednesday, November 27, 2013",Handguns,Chiappa                                                                                ,357 Magnum                                                                                ,Double / Single Action                                                                                ,Revolver,"I have an excellent condition Chiappa White Rhino 200DS for sale. It is a six-shot single/double action revolver in .357 magnum. Brushed nickel ”White Rhino” finish; 2” barrel (fires off the lower cylinder chamber), hexagonal cylinder, cocking indicator, fixed sights, neoprene grips. Includes: leather holster, hard-case, and papers. I've shot less then 100 rounds through it, a mixture of .357 and .38 special. Asking $795/obo. Email or call/text at 206_240_7725."
9,http://www.armslist.com/posts/2314009,For Sale/Trade:  ORIGINAL 1977 COLT GOLD CUP TROPHY NATIONAL MATCH 70 SERIES MINT!!!!!,"southwest suburbs of Cleveland, Ohio, United States","$ 1,500","Listed On: Friday, November 15, 2013",Handguns,Colt                                                                                ,45 ACP                                                                                ,Single Action                                                                                ,Pistol,"1977 Colt Gold Cup Trophy National Match 70 Series 1911 with 2 original Colt Magazines
Bluing is incredible and must see!!! 
These OLDER AND ORIGINAL 70 SERIES COLTS are just a better Colt than the reproductions. Has the Large Roll Mark Lettering
Original Grips
N.M.(National Match) Stamped Barrel and Barrel Bushing
Adjustable target Sights
Skeleton Trigger and Hammer
Grooved Pearce finger grip
2 different sets of VZ Grips
Looking to sell or trade for: 
Sig 1911 and Cash or pistol or AR-15 Lower(mil spec)
Sig 229 and Cash or other pistol
Loaded AR-15(Sig,Rock River, PSA, Colt, ETC...)
Saiga AK-47 with extras and cash or add pistol or AR-15 Lower
other pistols I'd consider are Sig, HK, Colt Revolvers, 5.7, loaded Glocks, XD's
Please email or text offers, $1500 or best cash offer/trade
440-384-242FIVE"
11,http://www.armslist.com/posts/2314011,For Sale:  Sig Sauer Mosquito Gen. 2 with 300rds. of cci mini-mags.,"O'fallon, Mo, St. Louis, Missouri",$ 300,"Listed On: Saturday, November 9, 2013",Handguns,Sig Sauer                                                                                ,22 Long Rifle                                                                                ,Double Action                                                                                ,Pistol,"Serial #F086xxx. Well into the next generation production. Less than 500 rds fired. Zero problems as long as you use mini mags or other high velocity rounds. Two mags and all original paper work included. Also has extra front. Nitron sights and low velocity spring. Price is firm. Thanks for your time. 

http://en.m.wikipedia.org/wiki/SIG_Sauer_Mosquito
Copy and paste the above link for more information on this model."
