,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/5545000,For Sale:  Anderson AR15,"Newark, Delaware, United States",$ 600,"Listed On: Saturday, June 4, 2016",Rifles,Palmetto State Armory                                                                                ,5.56×45mm NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"PSA upper mid length gas system with Anderson lower. UTG swat scope. Magwell grip and sling mount. 1 mag and soft case. New, never been fired. Asking $600 cash or make a reasonable offer. I will pay transfer fee. No trades at this time."
1,http://www.armslist.com/posts/5545001,For Sale/Trade:  Smith and Wesson 686,"Minneapolis, Minneapolis / St. Paul, Minnesota",$ 1,"Listed On: Thursday, June 9, 2016",Handguns,Smith & Wesson                                                                                ,357 Magnum                                                                                ,Double / Single Action                                                                                ,Revolver,"Possibly looking to sell or trade me S&W 686. 6"" barrel, hardly any use, in extremely nice condition. Make me an offer, cash or other firearm. REDACTED. Thanks."
4,http://www.armslist.com/posts/5545004,For Sale:  Mossberg 500 tactical 12  gauge,"Warsaw, Fort Wayne, Indiana",$ 450,"Listed On: Saturday, June 4, 2016",Shotguns,Mossberg                                                                                ,12 Gauge                                                                                ,Semi-automatic                                                                                ,Shotgun,"Mossberg 500 tactical 12 gauge, 20"" barrel/tube, fab defense forearm, ATI buttstock. This is NOT a standard mossy. It has the bright orange front sight and ghost ring rear. Also included is a surefire kl4 led flashlight. It shows some wear but functions perfectly. Absolutely NO TRADES!!! Price is firm. $450. Must meet locally. Location:warsaw/mentone REDACTED"
5,http://www.armslist.com/posts/5545005,For Sale/Trade:  Gen3 glock 23 for a glock 26,"Washington, Greenville, North Carolina",$ 450,"Listed On: Saturday, June 4, 2016",Handguns,Glock                                                                                ,40 S&W                                                                                ,Striker Fire                                                                                ,Pistol,I have a gGen3 glock 23. It has night sites a zev trigger kit. Extended magazine and slide release.  Its it good shape. Looking to trade for a glock 19. Text anytime REDACTED. Must have permit or ccw. Also open to other 9mms or 45acp.
6,http://www.armslist.com/posts/5545006,For Trade:  Rare !! Glock 19,"West side, Indianapolis, Indiana",Offer,"Listed On: Saturday, June 4, 2016",Handguns,Glock                                                                                ,9mm Luger (9x19),no type,no type,I'm looking to trade my glock 19 (rare color) for a (Mac) or (Tec) you can call me or text me at 3one7 3five4nine8seven4
7,http://www.armslist.com/posts/5545007,For Sale:  Retro ar15,"North East, Springfield, Missouri",$ 750,"Listed On: Saturday, June 4, 2016",Rifles,no type,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"Retro ar15 original a1 buttstock, triangle handguard, a1 pistol grip. A1 flash hider, a1 upper receiver and a1 rear sight. If you want an m16a1 lookalike but don't want to spend $2000 this is what you're looking for."
8,http://www.armslist.com/posts/5545008,For Sale/Trade:  Ruger AR 556 (New),"prescott, Prescott Valley, Arizona",$ 700,"Listed On: Saturday, June 4, 2016",Rifles,Ruger                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"New in the Box Ruger AR 556. I have upgraded the bolt and the trigger I have added Magpul furniture but will take it off if you dont want it.  I have never fired this rifle!  retail is $799+tax, asking $700 obocall or text 5412169999 its an OR number but i live in Prescott AZ.Trade for full size .45 pistol.  but offer what you have the least i can say is no!"
9,http://www.armslist.com/posts/5545009,For Sale:  Shield 9mm lots of extras,"South hills, Pittsburgh, Pennsylvania",$ 450,"Listed On: Tuesday, June 14, 2016",Handguns,no type,no type,no type,no type,"I have a like new smith and Wesson shield in 9mm with the thumb safety's the has 1 flush mag 2 with finger extension I factory 1 aftermarket billet and I extended mag with longer floor plate also have the red laser max laser that goes on trigger guard and also a citified rtl light and strobe for trigger guard over 300 for just laser and light alone trade for  glock 19,26,43,34 asking 550 obo"
10,http://www.armslist.com/posts/5545010,For Sale:  Smith and wesson shield 9mm,"Columbus, Columbus, Ohio",$ 350,"Listed On: Saturday, June 4, 2016",Handguns,Smith & Wesson                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,Smith & Wesson Shield 9 mm. This hand gun comes with  2/8 round magazines and 1/7 round magazine. This also has Factory night sights and I put on a Hogue grip. I have the original box and paperwork and I'm the original owner. sorry no trades
11,http://www.armslist.com/posts/5545011,For Sale/Trade:  Five (5) MRE Food Condinment Packages,"Rincon, Savannah, Georgia",$ 5,"Listed On: Thursday, June 16, 2016",Miscellaneous,no type,no type,no type,no type,"Actual Pictures of Five (5) MRE Food Condinment Packages(1) Flameless bag heater to cook the entree, (2) Small packet of Tabasco sauce(3) Utensil Packet: Napkins, Packet of Instant Coffee & Creamer, Moist Towelette, Packets of Sugar, Pepper & Salt.Products are in Excellent Condition & Free of Dirt, Holes, Rips.Although I have ALL the Items/Products in the Pictures. Only those in the Description/Title are available in this Auction."
