,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/6320000,"For Sale:  BRAND NEW Magpul M-LOK Aluminum Rail, 7 Slot","Sacramento, Sacramento, California",$ 22,"Listed On: Thursday, May 18, 2017",Gun,Smith & Wesson                                                                                ,357 Magnum                                                                                ,Double / Single Action                                                                                ,Revolver,"Designed for use with all M-LOK compatible Hand Guards and Forends, M-LOK Aluminum Rail Sections allow the attachment of various 1913 Picatinny spec rail-mounted accessories such as lights, vertical grips, etc.   Machined from milspec-anodized aluminum, M-LOK Rail Sections also feature beveled ends to reduce snagging and eliminate sharp corners and edges. All hardware necessary for attachment directly to M-LOK Slots on either aluminum or polymer hand guards and forends is included. 7 Slots, max overall length of 3.3"". Made in U.S.A."
2,http://www.armslist.com/posts/6320002,For Sale:  Aimpoint micro h1 reduced,"Henderson, Denver, Colorado",$ 350,"Listed On: Thursday, February 2, 2017",Optics,no type,no type,no type,no type,"I have a used micro h1 2moa in great shape, comes with original box and manual      And standard mount, also has the Daniel defense high rise mount, $350 or best offer takes it home thanks. Email and text only please REDACTED"
3,http://www.armslist.com/posts/6320003,For Sale:   Browning A-Bolt 7mm Rem Mag Stalke,"West Virginia, West Virginia, United States",$ 550,"Listed On: Wednesday, January 11, 2017",Rifles,Browning                                                                                ,no type,no type,Rifle,Browning’s A-Bolt Composite Stalker gives you legendary A-Bolt accuracy and performance in a value-packed platform. The A-Bolt Stalker combines a stainless steel barrel with a rugged matte black synthetic stock to create a high-performance hunting rifle.
4,http://www.armslist.com/posts/6320004,For Sale/Trade:  Glock stock,"Dunlap, Chattanooga, Tennessee",$ 75,"Listed On: Wednesday, March 22, 2017",Gun,Browning                                                                                ,no type,no type,Rifle,glock stock
5,http://www.armslist.com/posts/6320005,For Sale:  sig p229 legion,"Webster, Houston, Texas",$ 750,"Listed On: Thursday, January 12, 2017",Handguns,Sig Sauer                                                                                ,40 S&W                                                                                ,Double / Single Action                                                                                ,Pistol,sig sauer p229 legion 40 S&W. come with 3 magazine. and some 40 S&W ammo( american eagle almost 300 rounds).I fired 400 rounds on it. need to sign bill of sale and texas ID. $750 final price please.
6,http://www.armslist.com/posts/6320006,"For Sale:  New England Firearms Pardner SB1, 12ga","Bowling Green, Bowling Green, Kentucky",$ 135,"Listed On: Saturday, April 29, 2017",Shotguns,H&R                                                                                ,12 Gauge                                                                                ,Break Open                                                                                ,Shotgun,"New England Firearms Pardner SB1, 12ga., 24"" barrel chocked modified,  3 inch chamber, wood blueing and case hardening all in very nice condition. Price is $135 firm. Text or call to REDACTED, email is ok too."
7,http://www.armslist.com/posts/6320007,For Sale:  AR15 set 300 blkout out AND 5.56 cheap,"Portsmouth, Hampton Roads, Virginia","$ 1,000","Listed On: Saturday, April 1, 2017",Rifles,H&R                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,So like the title says this is a set of Ar15s one 300 blackout and one 5.56 upper.  Comes with the case that is shown and a magazine.  Call or txt me for more info.  Asking 1000 for the set.  Call or txt me at REDACTED.
9,http://www.armslist.com/posts/6320009,For Sale/Trade:  Sig 1911 RCS Nightmare,"Chicago/Des Plaines, Chicago, Illinois","$ 1,100","Listed On: Wednesday, January 11, 2017",Handguns,Sig Sauer                                                                                ,45 ACP                                                                                ,Single Action                                                                                ,Pistol,"Like new 1911 Rcs Nightmare.  2 mags/ night sights,case etc. I bought out of impulse and just looking to get a gun +cash.. less than a box of ammo through it.. shoots great just not my cup of tea."
10,http://www.armslist.com/posts/6320010,For Sale:  AES10-B,"Canfield, Youngstown, Ohio","$ 1,150","Listed On: Friday, March 3, 2017",Rifles,Sig Sauer                                                                                ,7.62x39                                                                                ,Semi-automatic                                                                                ,Rifle,Romania AES10B RPKFIRED APPROX 300 rds Like new condition includes 1 mag$1150 FIRM ABSOLUTELY NO TRADES AND I WILL NOT TRAVEL HALF WAY TO MEET! NO SHIPPING!
11,http://www.armslist.com/posts/6320011,For Sale:  16 gig iPhone,"Albrightsville, East Stroudsburg, Pennsylvania",$ 300,"Listed On: Wednesday, January 11, 2017",Rifles,Sig Sauer                                                                                ,7.62x39                                                                                ,Semi-automatic                                                                                ,Rifle,16 gig iPhone T-Mobile network basically brand-new
