,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/5290000,Want To Buy:  Ruger M-77 Hawkeye All-Weather .338 WM,"Dana Point, Orange County, California",Offer,"Listed On: Monday, September 4, 2017",Rifles,Ruger                                                                                ,338 Winchester Magnum                                                                                ,Bolt Action                                                                                ,Rifle,"Hello all -I'm looking to purchase a Ruger M-77 Hawkeye All-Weather .338 WM or Mk II with Zytel skeleton / paddle boat stock would be awesome. I'm not too picky just looking for a good accurate rifle with an excellent bore and factory rings. I'm in South Orange County and will travel to your FFL or pay S/H & ins if you're willing to ship.I will also consider Winchester M-70, Remington M-700 and others.Thank you."
1,http://www.armslist.com/posts/5290001,For Sale:  Silver Bear .45 Auto 230 Gr FMJ Zinc-Plated 50-Round Box,"Milford, Michigan, United States",$ 9,"Listed On: Friday, June 3, 2016",Ammo,no type,no type,no type,no type,Silver Bear .45 Auto 230 Gr FMJ Zinc-Plated AmmunitionBerdan PrimedBi-Metal Lead Core BulletVelocity: 836 FPS50 Rounds per BoxPrice: Normally $14.99 per 50 rounds - ON SALE FOR $9.99 per 50 rounds
2,http://www.armslist.com/posts/5290002,For Sale:  Assorted milsurp/gear for sale,"Tallahassee, Tallahassee, Florida",FREE,"Listed On: Saturday, March 19, 2016",Miscellaneous,no type,no type,no type,no type,"One xs three-color desert bdu shirt, two multicam molle double m4 mag pouch, one desert 3-mag m4/m16, one adjustable black blackhawk mag pouch, one SADF pattern 83 battle jacket, one SADF chest rig, one flecktarn overall, one dropleg molle platform with adjustable/removable holster, one quick release ALICE belt, three Romanian ak mags, one metal m16 mag, one tan FLC vest, three pairs of flyer's summer weight gloves (tan. green, brown), two three-color desert boonie hats, one left-handed hardshell m9 dropleg holster, one Dutch woodland battle belt, one tan anglehead flashlight. Email me for prices and pictures of whatever you are interested in, I will ship."
5,http://www.armslist.com/posts/5290005,"For Sale:  Sig Sauer P320F Magazine, 9mm, Full size","Oklahoma City, Oklahoma City, Oklahoma",$ 45,"Listed On: Friday, June 1, 2018",Magazines,no type,no type,no type,no type,"Full size Sig Sauer P320F 9mm magazines in stock at COPS Gun Shop.Buy on the website at www.copsgunshop.net., or come to the shop!"
6,http://www.armslist.com/posts/5290006,For Sale:  Glock 33,"Hoover, Birmingham, Alabama",$ 650,"Listed On: Monday, March 28, 2016",Handguns,Glock                                                                                ,357 SIG                                                                                ,Striker Fire                                                                                ,Pistol,This has been a personal carry weapon that has never been fired. There's absolutely nothing wrong with this weapon and it comes with many extras. $675 OBO
7,http://www.armslist.com/posts/5290007,For Sale/Trade:  New Sig 1911 C3 w/crimson trace laser,"East, Wichita, Kansas","$ 1,050","Listed On: Sunday, March 20, 2016",Handguns,Sig Sauer                                                                                ,45 ACP                                                                                ,Double / Single Action                                                                                ,Pistol,I have a new Sig sauer 1911 C3 has not been shot comes with extra mag and has night sights wanting cash or a trade of equal or more value i have 1300 in gun and it hasnt been shot REDACTED
9,http://www.armslist.com/posts/5290009,For Sale:  Vortex Strikefire II and Nikon P223,"Camden, Columbia, South Carolina",$ 1,"Listed On: Tuesday, April 5, 2016",Optics,no type,no type,no type,no type,"1) Vortex Strikefire II, Red/Green, cantelever mount, flip up caps, New condition, clear glass backed by Vortex unconditional warranty, anything short of you intentionally damaging it they'll replace it! $1502) Nikon P-223 3x32 with P-223 mounts, clear glass like new, has BDC reticle. $200***or both for $325*** both optics have no scratches, dents, dings. Never been abused and are in immaculate condition. Will entertain trades for 1-6 or 1-4 power optics and mounts prefer vortex, txt is best REDACTED"
10,http://www.armslist.com/posts/5290010,For Sale:  Burris AR-332 3X Tactical Sight,"NE Minneapolis, Minneapolis / St. Paul, Minnesota",$ 275,"Listed On: Saturday, March 19, 2016",Optics,no type,no type,no type,no type,Sight is unopened. Only the UPC was cut out.
11,http://www.armslist.com/posts/5290011,For Trade:  AR parts for scope,"Pittsburgh, Pittsburgh, Pennsylvania",Offer,"Listed On: Sunday, March 20, 2016",Optics,no type,no type,no type,no type,"would like to possibly trade some parts for a decent 1-4x24 scope.i have: 16"" barrels (1 is a Troy) in nice conditionanderson upper- newcarry handle upperhand guards, grips,stockparts and pieces, just ask if your looking for something.have a spikes blem lower receiver, new.(will only transfer through Ffl of course...can add cash too.im willing to ship."
12,http://www.armslist.com/posts/5290012,For Sale:  SD9VE/SD40VE Guide rod,"South Rockwood, Detroit, Michigan",$ 40,"Listed On: Sunday, March 20, 2016",Gun,no type,no type,no type,no type,This is an aftermarket metal guide rod that fits the Smith and Wesson SD series pistols. It fits both 9mm and 40 s&w models. I switched to Sig Sauer and I don't need this part.
