,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/5417000,For Sale:  CCI .22LR ShotShells,"Houston Area, Houston, Texas",$ 9,"Listed On: Saturday, September 17, 2016",Ammo,no type,no type,no type,no type,"The best way to contact us is via email through Armslist.  Our contact # does NOT receive text messages.Up for sale are brand new 20rd boxes CCI .22LR Shotshells. We have multiple boxes in stock. We can ship directly to you if you're not available for local pickup. We accept a wide variety of payment methods in order to offer maximum convenience to our customers: Cash Money order Cashiers check Visa, Master Card, American Express, Discover (price reflects a 3% cash discount, using a card eliminates this discount)"
1,http://www.armslist.com/posts/5417001,"For Sale:  1912 Fox Sterlingworth ""Pin Gun""","Durham, Raleigh / Durham / CH, North Carolina","$ 1,000","Listed On: Sunday, April 24, 2016",Shotguns,no type,12 Gauge                                                                                ,Side by Side                                                                                ,Shotgun,"1912 Fox Sterlingworth ""Pin Gun""aka Model 1911""Pin Gun"" means that the hinge pin is visible like a Parker12ga28"" cyl/mod barrel, recently rust bluedBright and shiny borePhilly steel barrelNo rust, tiny dent 6"" back from muzzle on left barrel that can be pressed outFactory wood with very sharp checkering and nice figuringNo cracksFactory finishNoshoc recoil pad in great conditionTight on face, shot littleNew sear spring and sear spring pin$1000 face-to-face sale around Raleigh/Durham. Bill of sale and NCDL required. Can meet weekdays, daytime hours only. Will not ship."
2,http://www.armslist.com/posts/5417002,For Sale:  glock 20 gen 4,"Hillsboro, Portland, Oregon",$ 600,"Listed On: Wednesday, May 4, 2016",Handguns,Glock                                                                                ,10mm                                                                                ,no type,Pistol,"10 mm   Glock 20 gen 4, comes with lone wolf 40 cal conversion barrel, 2 mags,box and holster. 100 rnds down it  $600"
3,http://www.armslist.com/posts/5417003,For Sale:  Glock 22 barrel need to sell,"River road, Amarillo, Texas",$ 80,"Listed On: Sunday, April 24, 2016",Gun,no type,no type,no type,no type,OEM Glock 22 barrel. .40 s&w will shoot in a glock 31. Text me at REDACTED
4,http://www.armslist.com/posts/5417004,For Sale/Trade:  Beretta 92FS Type M9A1,"Defiance, Toledo, Ohio",$ 700,"Listed On: Sunday, April 24, 2016",Handguns,Beretta USA                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,Beretta 92FS Type M9A1 LE model.In excellent shape. Comes with box and everything it came with new. Also comes with New BlackHawk Leg drop ($125) with extra mag pouch($25) Sell for $700 Firm or possible trade. REDACTED
6,http://www.armslist.com/posts/5417006,For Trade:  30-06,"Las Vegas, Las Vegas, Nevada",Offer,"Listed On: Sunday, April 24, 2016",Rifles,no type,no type,no type,Rifle,never firedtrade for 1911
9,http://www.armslist.com/posts/5417009,For Sale:  colt 1908 vest pocket,"western sub., Minneapolis / St. Paul, Minnesota",$ 999,"Listed On: Saturday, April 30, 2016",Antique,no type,no type,no type,no type,COLT VEST POCKET 1908 !In original box with factory cleaning tools! MINT
10,http://www.armslist.com/posts/5417010,For Sale/Trade:  Saiga 410 Semi Auto Shotgun,"Southwest, Fort Wayne, Indiana",$ 650,"Listed On: Sunday, April 24, 2016",Shotguns,Saiga                                                                                ,410                                                                                ,Semi-automatic                                                                                ,Shotgun,"Hello, up for sale or trade is an excellent condition Saiga .410 shotgun. This comes with the original box and papers, choke wrench, cleaning kit, 3 factory mags and 1 SGM Tactical extended magazine. Has a 3"" chamber and about a 22"" long threaded barrel. Imported by RWC Group.$650 cash firm. FTF near Southwest Fort Wayne area preferred, but willing to drive a bit to meet. NO shipping on this."
13,http://www.armslist.com/posts/5417013,Want To Buy:  Savage 12LRP 6.5 Creedmoor,"SW, Oklahoma City, Oklahoma",Offer,"Listed On: Sunday, April 24, 2016",Rifles,Savage Arms                                                                                ,6.5 Creedmoor                                                                                ,Bolt Action                                                                                ,Rifle,Looking for a Savage 12LRP chambered in 6.5 Creedmoor. A heavy barreled Model 10 will also be considered. Located in SW Oklahoma will travel to OKC Area (Tulsa is too far) let me know what you have thanks
14,http://www.armslist.com/posts/5417014,For Sale/Trade:  Shield 9 w safety,"Vancouver, Southwest Washington, Washington",$ 400,"Listed On: Sunday, April 24, 2016",Handguns,Smith & Wesson                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,Lnib Shield 9 with safety. Had 300 flawless rounds thru her. Cleaned after both times. Comes with 3 mags a holster and original box.
15,http://www.armslist.com/posts/5417015,For Sale:  SilencerCo Omega 5.56 Endcap,"Houston Area, Houston, Texas",$ 66,"Listed On: Thursday, June 7, 2018",NFA,no type,no type,no type,no type,"The best way to contact us is via email through Armslist.  Our contact # does NOT receive text messages.Up for sale is a brand new SilencerCo Omega 5.56 endcap.  These will reduce the sound of your Omega suppressor when shooting 5.56/.223 We have multiple boxes in stock. We can ship directly to you if you're not available for local pickup. We accept a wide variety of payment methods in order to offer maximum convenience to our customers: Cash Money order Cashiers check Visa, Master Card, American Express, Discover (price reflects a 3% cash discount, using a card eliminates this discount)"
17,http://www.armslist.com/posts/5417017,For Sale:  S&W 9mm Shield,"Cave Spring, Roanoke, Virginia",$ 350,"Listed On: Sunday, April 24, 2016",Handguns,Smith & Wesson                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,9mm shield 2 mags low round count 350obo
19,http://www.armslist.com/posts/5417019,For Sale:  Howa .308 Bolt Rifle,"Northeast Columbia, Columbia, South Carolina",$ 700,"Listed On: Sunday, April 24, 2016",Rifles,Howa                                                                                ,308/7.62 NATO                                                                                ,Bolt Action                                                                                ,Rifle,"Howa Kryptek full dip .308 bolt rifle. As it comes from the factory. Fired 5 rounds total through the rifle. Features Kryptek Typhon camo on stock, barrel and scope. Hogue stock, bipod, detachable 5 round mag, 2 stage trigger, 3 position safety. 20"" heavy barrel. Will include 35 rounds of ammo and a Voodoo Tactical cheek rest with velcro round walletMSRP is $900Buds list at $740 when they're in stock Sportsman's Warehouse is around  $800 if they can get the Typhon camoNo trades, no shippingOf course must be legally allowed to purchase a firearm. CWP holder preferred but obviously not required"
21,http://www.armslist.com/posts/5417021,For Trade:  Beretta 92fs,"West, Wichita, Kansas",Offer,"Listed On: Sunday, April 24, 2016",Handguns,Beretta USA                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,Have a beretta 92fs I'm wanting to trade for a different full size pistol. Whatever catches my eye.
22,http://www.armslist.com/posts/5417022,For Sale:  Beretta Nano 9mm,"Beaverton, Portland, Oregon",$ 300,"Listed On: Monday, April 25, 2016",Handguns,Beretta USA                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"I have a nice Beretta Nano BU9 9mm pistol with 2 6 round mags I would like to sell. The Beretta Nano BU9 uses Beretta's Pronox which is their version of tenifer so like a Glock this gun will be resistant to corrosion. Price is $300 FIRM,now also includes a 25 round box of Hornady American Gunner +P 124 grain XTP.No trades."
24,http://www.armslist.com/posts/5417024,For Sale:  Gsg-522,"Lexington, Lexington, Kentucky",$ 300,"Listed On: Sunday, April 24, 2016",Rifles,German Sport Guns                                                                                ,22 Long Rifle                                                                                ,Semi-automatic                                                                                ,Rifle,22 cal mp5 basically. Nice fun little gun REDACTED
25,http://www.armslist.com/posts/5417025,For Sale:  Springfield XDs 3.3 9mm with laser,"poteet, San Antonio, Texas",$ 495,"Listed On: Sunday, April 24, 2016",Handguns,Springfield                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,New in box Springfield XDs 3.3 9mm with Crimson Trace laser. Comes with and extended mag and one flush mag.DEALER sale
27,http://www.armslist.com/posts/5417027,For Sale/Trade:  9mm Kel tec,"Elkhart, South Bend, Indiana",$ 400,"Listed On: Sunday, April 24, 2016",Handguns,Kel-Tec                                                                                ,9mm Luger (9x19)                                                                                ,no type,Pistol,7+1 with two magazines probably 50 round through it with the holsters
28,http://www.armslist.com/posts/5417028,For Sale:  Century Arms RAS47,"Humboldt, Jackson, Tennessee",$ 599,"Listed On: Sunday, April 24, 2016",Rifles,Century International Arms                                                                                ,7.62x39                                                                                ,Semi-automatic                                                                                ,Rifle,Like new Century Arms RAS47 chambered in 7.62x39.  Comes as new from factory with box and one Magpul PMAG.  $599 in Humboldt.  Text 731-six one eight-7358 for more info.  Must be TN resident and legally able to own a firearm.  Face to face only.  Will not ship.
30,http://www.armslist.com/posts/5417030,For Sale:  SilencerCo ASR Muzzle Brake 5.56 1/2x28 Omega Specwar Harvester,"Houston Area, Houston, Texas",$ 66,"Listed On: Thursday, June 7, 2018",NFA,no type,no type,no type,no type,"The best way to contact us is via email through Armslist.  Our contact # does NOT receive text messages.Up for sale is a brand new SilencerCo ASR 5.56 1/2x28 muzzle brake.  These will work w/ the Omega, Specwar, & Harvester We have multiple boxes in stock. We can ship directly to you if you're not available for local pickup. We accept a wide variety of payment methods in order to offer maximum convenience to our customers: Cash Money order Cashiers check Visa, Master Card, American Express, Discover (price reflects a 3% cash discount, using a card eliminates this discount)"
31,http://www.armslist.com/posts/5417031,For Sale:  Mossberg home defense,"West, Wichita, Kansas",$ 150,"Listed On: Sunday, April 24, 2016",Shotguns,Mossberg                                                                                ,12 Gauge                                                                                ,Pump Action                                                                                ,Shotgun,I've got a Mossberg Maverick 12 gauge home defense with home defense ammo and sts ammo. Only been shot 12 times! Perfect condition.Text REDACTED
32,http://www.armslist.com/posts/5417032,For Sale:  FNS-9C,"Defiance, Toledo, Ohio",$ 475,"Listed On: Thursday, May 5, 2016",Handguns,FN Herstal S.A.                                                                                ,9mm Luger (9x19)                                                                                ,Single Action                                                                                ,Pistol,Like new in box. Has 2-12rd mags and a 17rd extended mag $475 Firm or possible trades. Text or email anytime. REDACTED
33,http://www.armslist.com/posts/5417033,For Sale:  Bushmaster Carbon 15,"pacifica, San Francisco, California",$ 500,"Listed On: Sunday, April 24, 2016",Rifles,Bushmaster                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,Bushmaster Carbon 15 with tons of Magpul accessories
34,http://www.armslist.com/posts/5417034,For Sale:  belgium browning 32 cal,"western sub., Minneapolis / St. Paul, Minnesota",$ 950,"Listed On: Sunday, April 24, 2016",Antique,no type,no type,no type,no type,BELGIUM  BROWNING  32  CAL. WITH   WW2  WAR  MARKINGS PIOLETS  SLIMLINE PISTOL ! $950.00
35,http://www.armslist.com/posts/5417035,"For Sale:  Ruger SP101 357 Mag/38 special 2"" stainless","Sparks, Reno, Nevada",$ 540,"Listed On: Thursday, September 29, 2016",Handguns,Ruger                                                                                ,357 Magnum                                                                                ,Double Action                                                                                ,Revolver,"New in box- Ruger SP101 in 357 Mag/38 special. with a 2.25"" barrel. 5 shot, double action only hammerless for easy conceal with no snagging. Comes with lock, manual and a hard carry case. ACCEPTING CREDIT CARDS2% fee I am a home based FFL located in Spanish Springs, NV. If you have a current NV CCW the $25 NICS background check fee will be waived. I do have to collect sales tax on all gun sales in Nevada. Will ship to your FFL of choice.  Must be 21 yrs old to purchase. Please check your state laws."
36,http://www.armslist.com/posts/5417036,For Sale:  Weaver V12,"Wake Forest, Raleigh / Durham / CH, North Carolina",$ 150,"Listed On: Sunday, April 24, 2016",Optics,no type,no type,no type,no type,"Weaver steel tube v12 with rings, adjustments work: windage, elevation, power, focus and objective."
37,http://www.armslist.com/posts/5417037,For Sale:  M1 carbine,"Lexington, Lexington, Kentucky",$ 500,"Listed On: Sunday, April 24, 2016",Rifles,no type,30 Carbine                                                                                ,Semi-automatic                                                                                ,Rifle,Rare m1 carbine national ordinance pre public sale serial number
38,http://www.armslist.com/posts/5417038,For Sale:  Built .17 wsm,"Linwood, Kansas City, Kansas",$ 700,"Listed On: Sunday, April 24, 2016",Rifles,Savage Arms                                                                                ,no type,Bolt Action                                                                                ,Rifle,"Where do I start....17 wsm with a fit and finished boyde blank I did myself completed with a glass bedding. Savage xp receiver and bolt, savage agr11 fluted black advanced target crowned Mat stainless barrel. I put a cheaper 3x16 scope on for selling. I built this for an affordable prairie dog gun and man does it shoot. Better than .5 Moa and I will send you pics on request if you would like. I only got to use it one outing before Kansas made it legal to use poisons on prairie dogs and loosing our spot. I shot 150 rounds though it plus a few more at rabbits (at 200 yards) in my garden. We moved to the city and it just sits. I have about 120 rounds to go with it. Interested in just about any trade as long as it's not junk. Thanks REDACTED"
40,http://www.armslist.com/posts/5417040,For Sale:  Beretta 92FS,"Vermilion, Ohio, United States",$ 575,"Listed On: Saturday, April 30, 2016",Handguns,Beretta USA                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,"Up for sale is my Beretta 92 FS made in USA, gun is clean and in very good condition. Comes with 5- 15 round magazines, box, and two sets of grips, and a box of Blazer Brass 124 grain ammo. Asking $575.00. May take a trade. but really looking for cash at this time. Thanks for looking."
41,http://www.armslist.com/posts/5417041,For Sale:  RugerSR9c,"Medford, Medford, Oregon",$ 400,"Listed On: Sunday, April 24, 2016",Handguns,no type,no type,no type,no type,Like new Ruger SR9cOnly had for 5 months and put approximately 100 rounds through it.Just decided i wanted something smaller. Comes with inside the waist band leather holster.Retail for $569I paid $429Asking $400Call or textsamREDACTED
42,http://www.armslist.com/posts/5417042,For Sale:  Ruger SP101 357mag,"Lynnwood, Everett, Washington",$ 550,"Listed On: Sunday, April 24, 2016",Handguns,Ruger                                                                                ,357 Magnum                                                                                ,Double Action                                                                                ,Revolver,"New Ruger SP101 2.25"" hammerless 357mag. Installed hogue grips. Move original box, grips and paperwork I have had it a couple years and o lay took it to the range once. Only selling because I am buying a house and need funds. Price is $550buyer pays ffli also have a new AR15 with an Anderson lower. And a new Winchester SPX 12g"
43,http://www.armslist.com/posts/5417043,For Sale:  Husqvarna Model 1887 7.5 mm Nagant Swedish Service Revolver,"Downtown, Huntsville, Alabama",$ 350,"Listed On: Friday, June 3, 2016",Antique,no type,no type,no type,no type,"6 shot / 24 oz antique swiss military officer revolver.  From research, Husqvarna made about 14K issued to officers from 1887-1905.  This revolver's serial number is 9331 so most likely from 1900-1905 time frame.  4.5"" octagon barrel with fluted cylinder.  All matching serial #'s as depicted in pictures.  All mechanical parts work as they should.  Blueing is in good condition as illustrated in pictures.  Only missing piece is lanyard loop at bottom of handle.  Minor scratches on handle depicted in pictures.  I've had it over a year and never fired it.  Did find ammo on ammo-one.com  Fiocchi of Italy/107 grain Full Metal Jacket $4.95/ea or $3.95/ea if purchase 12.  Norma of Sweden was the same price, but 103 grain greased lead projectile, Berdan primed.More pictures available upon request for serious potential buyers.Prefer local pick-up, but if needing shipped, buyer purchases ""AS IS"" and responsible for all shipping fees.  No international shipping."
44,http://www.armslist.com/posts/5417044,For Sale:  DPMS Lower Parts Kit LPK AR-15,"Houston Area, Houston, Texas",$ 59,"Listed On: Wednesday, December 7, 2016",Gun,no type,no type,no type,no type,"The best way to contact us is via email through Armslist.  Our contact # does NOT receive text messages.Up for sale is a brand new DPMS AR-15 Lower Parts Kit.  $59.99 We have multiple boxes in stock. We can ship directly to you if you're not available for local pickup. We accept a wide variety of payment methods in order to offer maximum convenience to our customers: Cash Money order Cashiers check Visa, Master Card, American Express, Discover (price reflects a 3% cash discount, using a card eliminates this discount)"
45,http://www.armslist.com/posts/5417045,For Sale:  Savage Model 64 22LR,"Manteca/Modesto, Sacramento, California",$ 150,"Listed On: Monday, April 25, 2016",Rifles,Savage Arms                                                                                ,22 Long Rifle                                                                                ,Semi-automatic                                                                                ,Rifle,"Have a mildly used Savage Model 64, 22 LR, 20"" barrel.  Some minor scuff marks on the stock, but does not affect shootability.  I upgraded the scope it came with to a Hammers 3x9 illuminated mil-dot scope, designed really for an AR, so it's a little overkill on a 22, but works great!!  Also comes with the sling, a Ruger buttstock storage thingy, and 4 magazines.  (Rifle Case NOT included) Scope is zeroed at 25 yards and it almost acts like a BDC with 1 dot equalling about 25 yards (roughly).  Great little plinking rifle.  Just don't shoot it anymore.  New the rifle sells for about $180.  With all the upgrades and the extra mags, I'm asking $150 and I'm firm on that.  PPT at an FFL in the Manteca/Modesto area.  Buyer pays any transfer fees, their DROS fees, etc."
47,http://www.armslist.com/posts/5417047,"For Sale/Trade:  ak47 pistol, mossberg 500, sd9ve","HOLLAND, Grand Rapids, Michigan",$ 1,"Listed On: Thursday, May 5, 2016",Handguns,Century International Arms,no type,no type,no type,"century arms pap m92 ak47 pistol with 2 30 round mags, new never fired. mossberg 500 12 guage with adjustable stock, shell holder, sight mark pro holographic red dot, forend foregrip, heat shield, green fiber optic front sight. next sd9ve with 2 16 round mags and black hawk holster. trade or cash offer"
48,http://www.armslist.com/posts/5417048,For Sale:  Bravo Company Keymod Rail Panel Cover 5-pack BCM,"Houston Area, Houston, Texas",$ 8,"Listed On: Thursday, June 7, 2018",Gun,no type,no type,no type,no type,"The best way to contact us is via email through Armslist.  Our contact # does NOT receive text messages.Up for sale are brand new 5-packs of BCM Keymod Rail Panels.  $8.75 We have multiple boxes in stock. We can ship directly to you if you're not available for local pickup. We accept a wide variety of payment methods in order to offer maximum convenience to our customers: Cash Money order Cashiers check Visa, Master Card, American Express, Discover (price reflects a 3% cash discount, using a card eliminates this discount)"
49,http://www.armslist.com/posts/5417049,Want To Buy:  Wanted low priced pistol 22lr 22 short 25 auto 380 or cheap pistol,"Peoria, Phoenix, Arizona",$ 80,"Listed On: Sunday, April 24, 2016",Handguns,no type,no type,no type,Pistol,I am looking for something cheap for target practice  I am going to buy a reloader as well so I'll take any caliber perfer 22lr 22 short  25 or 380 9mm or 45 call or text. Texting is best Ive revolver or semi auto basically looking for a cheap handgun I have 80 I've seen plenty  of cheap 22 shorts revolvers going for far under 75 dollars and 22lr semi autos for very cheap so I know there out there I pair $70 for my armi tagifoli gt27 and I've seen lots others call or text REDACTED text is best
54,http://www.armslist.com/posts/5417054,For Trade:  WTT Glock 19 Gen 4 for Glock 17 Gen 4,"Lakeside Park, Northern Kentucky, Kentucky",Offer,"Listed On: Sunday, April 24, 2016",Handguns,Glock                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,My gun is less than 2 months old with 825 rou ds through it. Upgraded sights and disconnector. Just realizing I can conceal a 17 so I'd like to do an even trade for a Gen 4 17. I have all that I got from the factory and you should too. Text REDACTED if interested. Only trade I'm looking for. Mine is black but I will take any color if you want to trade. Black preferred since it's for CCW.
55,http://www.armslist.com/posts/5417055,Want To Buy:  Sights same plane for Ar rifle.,"Arvada, Denver, Colorado",$ 50,"Listed On: Saturday, May 7, 2016",Gun,no type,no type,no type,no type,"Hi,I'm looking for a set of sights for my rifle. If you have some please let me know what you'd like for them. Folding or fixed for same plane point of view.Thanks a lot! Buis magpul backup iron sights"
56,http://www.armslist.com/posts/5417056,For Sale:  Beretta 92fs INOX stainless 9mm,"Fort Smith, Fort Smith, Arkansas",$ 650,"Listed On: Sunday, April 24, 2016",Handguns,Beretta USA                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,Beretta 92fs INOX stainless 9mm. Must be 21 and have a concealed carry permit
57,http://www.armslist.com/posts/5417057,For Sale:  5.56 nato American eagle xm855,"Wausau, Wausau, Wisconsin",$ 70,"Listed On: Tuesday, May 3, 2016",Ammo,no type,no type,no type,no type,Two 120 round boxes of 5.56 for sale. 62 grain xm855. 70.00 a box
58,http://www.armslist.com/posts/5417058,For Sale:  S&W 442-2,"Northeast Columbia, Columbia, South Carolina",$ 400,"Listed On: Sunday, April 24, 2016",Handguns,Smith & Wesson                                                                                ,38 S&W Special                                                                                ,Double Action                                                                                ,Revolver,Basic Smith 442 38spl This is the black airweight 38. Box and original paperwork includedGreat gun just never carry itNo trades no shipping CWP holder preferred Must be SC resident and legally allowed to own firearms
61,http://www.armslist.com/posts/5417061,For Sale:  Bravo Company Keymod Rail Panel Covers FDE 5-pack BCM,"Houston Area, Houston, Texas",$ 8,"Listed On: Thursday, June 7, 2018",Gun,no type,no type,no type,no type,"The best way to contact us is via email through Armslist.  Our contact # does NOT receive text messages.Up for sale are brand new 5-packs of BCM Keymod Rail Panels in FDE.  $8.75 We have multiple boxes in stock. We can ship directly to you if you're not available for local pickup. We accept a wide variety of payment methods in order to offer maximum convenience to our customers: Cash Money order Cashiers check Visa, Master Card, American Express, Discover (price reflects a 3% cash discount, using a card eliminates this discount)"
