,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/1968000,For Sale/Trade:  Center Balanced Systems BullPup Pending Sale,"Ossian, Fort Wayne, Indiana",$ 800,"Listed On: Monday, September 30, 2013",Rifles,Norinco                                                                                ,7.62x39                                                                                ,Semi-automatic                                                                                ,Rifle,"This is the Spike Base with the optional tactical sleeve, Red Dot Holographic Sight, and of course, if the batteries give out on you, the flip-up hard sights on the Norinco tac sleeve unit are readily available, and can easily be seen through the clear Red Dot holographic lens. It has a 14×1 left-hand threaded barrel with a AK 74 Type Muzzle Brake and a 20 round mag.
It comes With a flat top handle replacement in case you want to mount a 
www.Scoutscopes.com rear sighting base like center picture. The center picture is representative not actual firearm
Web site is here: http://www.cbrps.com/Products.html"
1,http://www.armslist.com/posts/1968001,For Sale:  Glock 17 Mags,"Fayetteville, Fayetteville, Arkansas",$ 40,"Listed On: Tuesday, August 6, 2013",Magazines,Norinco                                                                                ,7.62x39                                                                                ,Semi-automatic                                                                                ,Rifle,"For sale:
2 Glock 17 9mm mags, 17 round.
Glock brand.
Like new - only used a couple of times."
2,http://www.armslist.com/posts/1968002,"For Sale/Trade:  Marlin 3030 with rail, sling and one box of ammo. safe queen","West Seattle, Seattle, Washington",$ 370,"Listed On: Sunday, September 29, 2013",Rifles,Marlin                                                                                ,30-30 Winchester                                                                                ,Lever Action                                                                                ,Rifle,"I got this rifle on a trade. (for a $750 value)They got it from a gun show. It is very nice! The action is nice and tight. It's just a solid rifle. Reliable and accurate. It appears to have been shot less then ten times. I've never fired it.  Looking to sell or trade for? Wa residents only. 1 box of 20 rounds 150gr included. I may include hard case(foam filled) as well. I will sell for cash today. Derek REDACTED call or text 10-10

stamped 'jm' on barrel meaning pre Remington buy out. meaning superior quality and the modern safety indicates it was one of the last years they were produced by marlin."
3,http://www.armslist.com/posts/1968003,For Sale:  80 rnds 20gauge Remington Shotgun shells,"Bloomfield, Detroit, Michigan",$ 15,"Listed On: Tuesday, August 6, 2013",Ammo,Marlin                                                                                ,30-30 Winchester                                                                                ,Lever Action                                                                                ,Rifle,"20gauge 2-3/4"" lenght 7/8 shot oz 7-1/2 shot GAME LOAD
Have 80 new in box + a few skeet shells

No use for them, sold the gun but forgot we had shells left!
15.00 takes it home (firm)"
4,http://www.armslist.com/posts/1968004,For Sale:  New England firearms  .223 bull barrel handi rifle.,"South of okc, Oklahoma City, Oklahoma",$ 250,"Listed On: Tuesday, August 6, 2013",Rifles,Marlin                                                                                ,30-30 Winchester                                                                                ,Lever Action                                                                                ,Rifle,"20"" bull, 3-9x40, hammer extension, great condition.  Sell or trade for p3at"
5,http://www.armslist.com/posts/1968005,For Sale:  Rock Island Armory 1911 45 Compact,"Stevens Point, Wausau, Wisconsin",$ 479,"Listed On: Friday, August 30, 2013",Handguns,Rock Island Armory                                                                                ,45 ACP                                                                                ,Lever Action                                                                                ,Pistol,"This, is a great pistol. It's got all that you could want! It's a 1911, compact, a 45, and a great carry! It's new in the box. I know you want to come and get one of your own! It's down here at Heavy Metal Firearms, 2190 Strongs Ave. Prices Reflect Cash, there is a 3% fee for credit. We will ship anywhere, for a fee."
8,http://www.armslist.com/posts/1968008,For Sale:  Glock 21LE,"Tacoma, Seattle, Washington",$ 450,"Listed On: Tuesday, August 6, 2013",Handguns,Glock                                                                                ,45 ACP                                                                                ,Striker Fire                                                                                ,Pistol,Law Enforcement edition. Tritium sights. 3 mags. Excellent condition
9,http://www.armslist.com/posts/1968009,For Sale:  525 packs of 22lr,"Eastern Metro, Minneapolis / St. Paul, Minnesota",$ 40,"Listed On: Tuesday, August 6, 2013",Ammo,Glock                                                                                ,45 ACP                                                                                ,Striker Fire                                                                                ,Pistol,"I have 3x 525 packs if Remington golden bullet 22lr available. $40 each or 110 for all three. 

Buyer must be at least 21 years of age and have a valid MN DL. Cash only. Feel free to call or text 7six3-38one-254five. I will be unavailable this weekend."
10,http://www.armslist.com/posts/1968010,For Sale:  Savage 93 17HMR,"Morton, Peoria, Illinois",$ 275,"Listed On: Saturday, August 24, 2013",Rifles,Savage Arms                                                                                ,17 HMR                                                                                ,Bolt Action                                                                                ,Rifle,"Savage 93 17 HMR rifle for sale.  In excellent condition.  Bipod, 3-9x scope, and sling mounted.  Standard barrel...lighter without sacrificing accuracy.  Ammo is cheap and available.  This rifle is a real tack driver!!!  Great for target shooting/varmint hunting.  Have a box of 50 rounds available as well.  Must have FOID to look/buy rifle.  Feel free to email with questions or additional pictures.  $275"
12,http://www.armslist.com/posts/1968012,For Sale:  Yamaha Grizzly 550 EPS,"Salem, Roanoke, Virginia","$ 5,300","Listed On: Tuesday, August 6, 2013",Vehicles,no type,no type,no type,no type,"Excellent condition. Low miles and hours. Features Electronic Fuel Injection, Electronic Power Steering, Differential Lock, and Independent Rear Suspension. Serviced by Star City Powersports according to mfg's specs. Includes Warne 2500lb winch, Tamarak front hard box, Kolpin gun boot and mount, and a Cabela's waterproof ATV cover. 

**SOLD**"
